,N3n_LON,N3n_LAT,N3n_DATE,N3n_NAME,P_l_LON,P_l_LAT,P_l_DATE,P_l_NAME,O2o_LON,O2o_LAT,O2o_DATE,O2o_NAME
354,26.369,34.443,2017-07-25 00:00:00,6901770,19.107,40.407,2017-06-02 00:00:00,6901862,14.723,39.563,2017-05-28 00:00:00,6903225
355,33.996,32.564,2017-07-25 00:00:00,6903222,20.091,35.469,2017-06-02 00:00:00,6902828,19.883,35.411,2017-05-28 00:00:00,6902828
356,20.648,35.281,2017-07-26 00:00:00,6902828,20.126,36.469,2017-06-03 00:00:00,6901768,10.184,40.292,2017-05-29 00:00:00,6901767
357,25.663,33.944,2017-07-26 00:00:00,6903204,31.235,33.387,2017-06-03 00:00:00,6901773,19.918,35.411,2017-05-29 00:00:00,6902828
358,20.594,35.245,2017-07-27 00:00:00,6902828,20.161,35.552,2017-06-04 00:00:00,6902828,21.486,35.829,2017-05-29 00:00:00,6901765
359,27.755,34.372,2017-07-27 00:00:00,6901764,29.784,32.863,2017-06-04 00:00:00,6901766,6.24,41.849,2017-05-30 00:00:00,6902687
360,20.536,35.219,2017-07-28 00:00:00,6902828,3.661,38.395,2017-06-05 00:00:00,6902732,19.957,35.414,2017-05-30 00:00:00,6902828
361,19.267,36.759,2017-07-29 00:00:00,6901768,10.225,40.323,2017-06-05 00:00:00,6901767,20.002,35.429,2017-05-31 00:00:00,6902828
362,20.468,35.202,2017-07-29 00:00:00,6902828,20.229,35.642,2017-06-05 00:00:00,6902828,33.474,32.543,2017-05-31 00:00:00,6903222
363,31.133,33.05,2017-07-29 00:00:00,6901773,21.303,36.021,2017-06-05 00:00:00,6901765,20.052,35.443,2017-06-01 00:00:00,6902828
364,20.395,35.189,2017-07-30 00:00:00,6902828,3.367,40.879,2017-06-06 00:00:00,6901864,25.874,33.98,2017-06-01 00:00:00,6903204
365,29.06,32.663,2017-07-30 00:00:00,6901766,3.65,38.372,2017-06-06 00:00:00,6902732,28.665,34.38,2017-06-01 00:00:00,6901764
366,34.071,32.532,2017-07-30 00:00:00,6903222,9.541,38.381,2017-06-06 00:00:00,6901769,6.859,40.437,2017-06-02 00:00:00,6902688
367,10.21,40.34,2017-07-31 00:00:00,6901767,17.596,37.772,2017-06-06 00:00:00,6902826,8.508,42.779,2017-06-02 00:00:00,6902733
368,20.322,35.173,2017-07-31 00:00:00,6902828,20.308,35.783,2017-06-06 00:00:00,6902828,14.953,39.64,2017-06-02 00:00:00,6903225
369,21.645,36.627,2017-07-31 00:00:00,6901765,26.601,34.496,2017-06-06 00:00:00,6901770,20.091,35.469,2017-06-02 00:00:00,6902828
370,25.674,33.954,2017-07-31 00:00:00,6903204,19.028,40.342,2017-06-07 00:00:00,6901862,16.176,35.752,2017-06-03 00:00:00,6903153
371,6.624,39.745,2017-08-01 00:00:00,6902688,20.36,35.965,2017-06-08 00:00:00,6902828,20.126,36.469,2017-06-03 00:00:00,6901768
372,9.423,38.21,2017-08-01 00:00:00,6901769,28.555,34.235,2017-06-08 00:00:00,6901764,31.235,33.387,2017-06-03 00:00:00,6901773
373,20.262,35.158,2017-08-01 00:00:00,6902828,8.621,42.785,2017-06-09 00:00:00,6902733,6.27,41.835,2017-06-04 00:00:00,6902687
374,26.445,34.428,2017-08-01 00:00:00,6901770,3.565,38.363,2017-06-10 00:00:00,6902732,20.161,35.552,2017-06-04 00:00:00,6902828
375,20.215,35.151,2017-08-02 00:00:00,6902828,20.0,36.378,2017-06-10 00:00:00,6901768,10.225,40.323,2017-06-05 00:00:00,6901767
376,20.178,35.139,2017-08-03 00:00:00,6902828,20.327,36.079,2017-06-10 00:00:00,6902828,20.229,35.642,2017-06-05 00:00:00,6902828
377,27.843,34.458,2017-08-03 00:00:00,6901764,31.287,33.394,2017-06-10 00:00:00,6901773,21.303,36.021,2017-06-05 00:00:00,6901765
378,20.151,35.129,2017-08-04 00:00:00,6902828,3.221,40.815,2017-06-11 00:00:00,6901864,33.578,32.507,2017-06-05 00:00:00,6903222
379,34.043,32.482,2017-08-04 00:00:00,6903222,3.549,38.362,2017-06-11 00:00:00,6902732,9.541,38.381,2017-06-06 00:00:00,6901769
380,19.325,36.906,2017-08-05 00:00:00,6901768,20.269,36.097,2017-06-11 00:00:00,6902828,20.308,35.783,2017-06-06 00:00:00,6902828
381,20.136,35.117,2017-08-05 00:00:00,6902828,29.373,32.684,2017-06-11 00:00:00,6901766,25.848,33.832,2017-06-06 00:00:00,6903204
382,25.667,33.998,2017-08-05 00:00:00,6903204,10.204,40.384,2017-06-12 00:00:00,6901767,26.601,34.496,2017-06-06 00:00:00,6901770
383,31.211,32.998,2017-08-05 00:00:00,6901773,18.814,40.172,2017-06-12 00:00:00,6901862,6.79,40.468,2017-06-07 00:00:00,6902688
384,6.828,39.803,2017-08-06 00:00:00,6902688,20.187,36.097,2017-06-12 00:00:00,6902828,15.139,39.716,2017-06-07 00:00:00,6903225
385,20.121,35.1,2017-08-06 00:00:00,6902828,21.265,36.138,2017-06-12 00:00:00,6901765,16.068,35.825,2017-06-08 00:00:00,6903153
386,28.8,32.622,2017-08-06 00:00:00,6901766,9.619,38.325,2017-06-13 00:00:00,6901769,20.36,35.965,2017-06-08 00:00:00,6902828
387,20.109,35.082,2017-08-07 00:00:00,6902828,17.842,37.775,2017-06-13 00:00:00,6902826,28.555,34.235,2017-06-08 00:00:00,6901764
388,21.625,36.611,2017-08-07 00:00:00,6901765,20.098,36.061,2017-06-13 00:00:00,6902828,6.293,41.83,2017-06-09 00:00:00,6902687
389,9.433,38.235,2017-08-08 00:00:00,6901769,26.596,34.593,2017-06-13 00:00:00,6901770,8.621,42.785,2017-06-09 00:00:00,6902733
390,20.096,35.063,2017-08-08 00:00:00,6902828,20.039,35.991,2017-06-14 00:00:00,6902828,20.0,36.378,2017-06-10 00:00:00,6901768
391,26.426,34.453,2017-08-08 00:00:00,6901770,3.493,38.389,2017-06-15 00:00:00,6902732,20.327,36.079,2017-06-10 00:00:00,6902828
392,20.082,35.048,2017-08-09 00:00:00,6902828,20.035,35.923,2017-06-15 00:00:00,6902828,31.287,33.394,2017-06-10 00:00:00,6901773
393,34.093,32.467,2017-08-09 00:00:00,6903222,28.372,34.207,2017-06-15 00:00:00,6901764,33.647,32.472,2017-06-10 00:00:00,6903222
394,20.067,35.032,2017-08-10 00:00:00,6902828,3.189,40.919,2017-06-16 00:00:00,6901864,20.269,36.097,2017-06-11 00:00:00,6902828
395,25.672,34.005,2017-08-10 00:00:00,6903204,3.483,38.394,2017-06-16 00:00:00,6902732,25.612,33.863,2017-06-11 00:00:00,6903204
396,27.906,34.46,2017-08-10 00:00:00,6901764,8.5,42.712,2017-06-16 00:00:00,6902733,6.732,40.495,2017-06-12 00:00:00,6902688
397,6.838,39.804,2017-08-11 00:00:00,6902688,20.071,35.888,2017-06-16 00:00:00,6902828,10.204,40.384,2017-06-12 00:00:00,6901767
398,20.044,35.027,2017-08-11 00:00:00,6902828,18.948,39.866,2017-06-17 00:00:00,6901862,15.402,39.738,2017-06-12 00:00:00,6903225
399,19.339,37.033,2017-08-12 00:00:00,6901768,19.742,36.22,2017-06-17 00:00:00,6901768,20.187,36.097,2017-06-12 00:00:00,6902828
400,20.03,35.023,2017-08-12 00:00:00,6902828,20.135,35.89,2017-06-17 00:00:00,6902828,21.265,36.138,2017-06-12 00:00:00,6901765
401,31.072,32.966,2017-08-12 00:00:00,6901773,31.097,33.273,2017-06-17 00:00:00,6901773,9.619,38.325,2017-06-13 00:00:00,6901769
402,20.011,35.006,2017-08-13 00:00:00,6902828,20.218,35.931,2017-06-18 00:00:00,6902828,15.943,35.895,2017-06-13 00:00:00,6903153
403,28.816,32.689,2017-08-13 00:00:00,6901766,29.167,32.779,2017-06-18 00:00:00,6901766,20.098,36.061,2017-06-13 00:00:00,6902828
404,10.386,40.235,2017-08-14 00:00:00,6901767,10.145,40.294,2017-06-19 00:00:00,6901767,26.596,34.593,2017-06-13 00:00:00,6901770
405,19.982,34.987,2017-08-14 00:00:00,6902828,20.296,35.997,2017-06-19 00:00:00,6902828,6.375,42.038,2017-06-14 00:00:00,6902687
406,21.594,36.602,2017-08-14 00:00:00,6901765,21.302,36.287,2017-06-19 00:00:00,6901765,20.039,35.991,2017-06-14 00:00:00,6902828
407,34.142,32.448,2017-08-14 00:00:00,6903222,3.463,38.398,2017-06-20 00:00:00,6902732,20.035,35.923,2017-06-15 00:00:00,6902828
408,9.399,38.191,2017-08-15 00:00:00,6901769,9.615,38.339,2017-06-20 00:00:00,6901769,28.372,34.207,2017-06-15 00:00:00,6901764
409,19.954,34.974,2017-08-15 00:00:00,6902828,17.988,37.918,2017-06-20 00:00:00,6902826,33.679,32.512,2017-06-15 00:00:00,6903222
410,25.654,33.906,2017-08-15 00:00:00,6903204,20.369,36.069,2017-06-20 00:00:00,6902828,8.5,42.712,2017-06-16 00:00:00,6902733
411,26.345,34.451,2017-08-15 00:00:00,6901770,26.59,34.627,2017-06-20 00:00:00,6901770,20.071,35.888,2017-06-16 00:00:00,6902828
412,6.911,39.822,2017-08-16 00:00:00,6902688,3.303,40.883,2017-06-21 00:00:00,6901864,6.539,40.552,2017-06-17 00:00:00,6902688
413,19.93,34.968,2017-08-16 00:00:00,6902828,3.461,38.399,2017-06-21 00:00:00,6902732,15.453,39.715,2017-06-17 00:00:00,6903225
414,19.913,34.958,2017-08-17 00:00:00,6902828,20.419,36.11,2017-06-21 00:00:00,6902828,19.742,36.22,2017-06-17 00:00:00,6901768
415,27.92,34.443,2017-08-17 00:00:00,6901764,18.802,39.777,2017-06-22 00:00:00,6901862,20.135,35.89,2017-06-17 00:00:00,6902828
416,19.895,34.946,2017-08-18 00:00:00,6902828,20.463,36.14,2017-06-22 00:00:00,6902828,31.097,33.273,2017-06-17 00:00:00,6901773
417,19.363,37.09,2017-08-19 00:00:00,6901768,28.036,34.243,2017-06-22 00:00:00,6901764,15.99,35.894,2017-06-18 00:00:00,6903153
418,19.879,34.937,2017-08-19 00:00:00,6902828,8.474,42.704,2017-06-23 00:00:00,6902733,20.218,35.931,2017-06-18 00:00:00,6902828
419,31.239,32.933,2017-08-19 00:00:00,6901773,20.506,36.162,2017-06-23 00:00:00,6902828,6.413,42.101,2017-06-19 00:00:00,6902687
420,34.211,32.439,2017-08-19 00:00:00,6903222,19.728,36.357,2017-06-24 00:00:00,6901768,10.145,40.294,2017-06-19 00:00:00,6901767
421,19.867,34.938,2017-08-20 00:00:00,6902828,20.544,36.177,2017-06-24 00:00:00,6902828,20.296,35.997,2017-06-19 00:00:00,6902828
422,28.939,32.786,2017-08-20 00:00:00,6901766,30.9,33.204,2017-06-24 00:00:00,6901773,21.302,36.287,2017-06-19 00:00:00,6901765
423,6.982,39.845,2017-08-21 00:00:00,6902688,3.439,38.418,2017-06-25 00:00:00,6902732,9.615,38.339,2017-06-20 00:00:00,6901769
424,10.452,40.217,2017-08-21 00:00:00,6901767,20.574,36.178,2017-06-25 00:00:00,6902828,20.369,36.069,2017-06-20 00:00:00,6902828
425,19.877,34.936,2017-08-21 00:00:00,6902828,29.374,32.673,2017-06-25 00:00:00,6901766,26.59,34.627,2017-06-20 00:00:00,6901770
426,21.585,36.628,2017-08-21 00:00:00,6901765,3.436,38.421,2017-06-26 00:00:00,6902732,33.645,32.529,2017-06-20 00:00:00,6903222
427,9.132,38.168,2017-08-22 00:00:00,6901769,3.466,40.86,2017-06-26 00:00:00,6901864,20.419,36.11,2017-06-21 00:00:00,6902828
428,19.884,34.931,2017-08-22 00:00:00,6902828,10.151,40.313,2017-06-26 00:00:00,6901767,25.805,34.037,2017-06-21 00:00:00,6903204
429,26.355,34.486,2017-08-22 00:00:00,6901770,20.584,36.177,2017-06-26 00:00:00,6902828,6.28,40.608,2017-06-22 00:00:00,6902688
430,19.889,34.921,2017-08-23 00:00:00,6902828,21.4,36.4,2017-06-26 00:00:00,6901765,15.59,39.629,2017-06-22 00:00:00,6903225
431,19.903,34.908,2017-08-24 00:00:00,6902828,9.606,38.331,2017-06-27 00:00:00,6901769,20.463,36.14,2017-06-22 00:00:00,6902828
432,27.927,34.426,2017-08-24 00:00:00,6901764,17.956,38.115,2017-06-27 00:00:00,6902826,28.036,34.243,2017-06-22 00:00:00,6901764
433,34.224,32.406,2017-08-24 00:00:00,6903222,18.911,39.514,2017-06-27 00:00:00,6901862,8.474,42.704,2017-06-23 00:00:00,6902733
434,9.035,42.827,2017-08-25 00:00:00,6902733,20.6,36.173,2017-06-27 00:00:00,6902828,16.069,36.027,2017-06-23 00:00:00,6903153
435,19.922,34.895,2017-08-25 00:00:00,6902828,26.571,34.625,2017-06-27 00:00:00,6901770,20.506,36.162,2017-06-23 00:00:00,6902828
436,25.533,34.15,2017-08-25 00:00:00,6903204,20.613,36.157,2017-06-28 00:00:00,6902828,6.404,42.049,2017-06-24 00:00:00,6902687
437,7.052,39.731,2017-08-26 00:00:00,6902688,20.647,36.146,2017-06-29 00:00:00,6902828,19.728,36.357,2017-06-24 00:00:00,6901768
438,19.345,37.092,2017-08-26 00:00:00,6901768,27.843,34.277,2017-06-29 00:00:00,6901764,20.544,36.177,2017-06-24 00:00:00,6902828
439,19.946,34.877,2017-08-26 00:00:00,6902828,8.489,42.74,2017-06-30 00:00:00,6902733,30.9,33.204,2017-06-24 00:00:00,6901773
440,31.465,33.116,2017-08-26 00:00:00,6901773,20.682,36.14,2017-06-30 00:00:00,6902828,20.574,36.178,2017-06-25 00:00:00,6902828
441,16.218,37.68,2017-08-27 00:00:00,6903153,3.637,40.833,2017-07-01 00:00:00,6901864,33.61,32.583,2017-06-25 00:00:00,6903222
442,19.975,34.849,2017-08-27 00:00:00,6902828,19.837,36.493,2017-07-01 00:00:00,6901768,10.151,40.313,2017-06-26 00:00:00,6901767
443,28.649,32.94,2017-08-27 00:00:00,6901766,20.704,36.128,2017-07-01 00:00:00,6902828,20.584,36.177,2017-06-26 00:00:00,6902828
444,10.532,40.216,2017-08-28 00:00:00,6901767,30.893,33.052,2017-07-01 00:00:00,6901773,21.4,36.4,2017-06-26 00:00:00,6901765
445,21.666,36.606,2017-08-28 00:00:00,6901765,18.954,39.512,2017-07-02 00:00:00,6901862,6.15,40.68,2017-06-27 00:00:00,6902688
446,8.943,38.146,2017-08-29 00:00:00,6901769,20.727,36.111,2017-07-02 00:00:00,6902828,9.606,38.331,2017-06-27 00:00:00,6901769
447,26.379,34.558,2017-08-29 00:00:00,6901770,29.276,32.634,2017-07-02 00:00:00,6901766,15.684,39.595,2017-06-27 00:00:00,6903225
448,34.226,32.362,2017-08-29 00:00:00,6903222,3.442,38.429,2017-07-03 00:00:00,6902732,20.6,36.173,2017-06-27 00:00:00,6902828
449,7.185,39.695,2017-08-31 00:00:00,6902688,10.187,40.315,2017-07-03 00:00:00,6901767,26.571,34.625,2017-06-27 00:00:00,6901770
450,27.994,34.409,2017-08-31 00:00:00,6901764,20.744,36.073,2017-07-03 00:00:00,6902828,15.977,36.17,2017-06-28 00:00:00,6903153
451,16.5,37.79,2017-09-01 00:00:00,6903153,21.482,36.474,2017-07-03 00:00:00,6901765,20.613,36.157,2017-06-28 00:00:00,6902828
452,19.367,37.031,2017-09-02 00:00:00,6901768,9.461,38.282,2017-07-04 00:00:00,6901769,6.392,41.925,2017-06-29 00:00:00,6902687
453,31.665,33.258,2017-09-02 00:00:00,6901773,17.888,38.241,2017-07-04 00:00:00,6902826,20.647,36.146,2017-06-29 00:00:00,6902828
454,28.331,33.185,2017-09-03 00:00:00,6901766,20.77,36.018,2017-07-04 00:00:00,6902828,27.843,34.277,2017-06-29 00:00:00,6901764
455,34.186,32.252,2017-09-03 00:00:00,6903222,26.531,34.554,2017-07-04 00:00:00,6901770,8.489,42.74,2017-06-30 00:00:00,6902733
456,10.532,40.276,2017-09-04 00:00:00,6901767,20.801,35.964,2017-07-05 00:00:00,6902828,20.682,36.14,2017-06-30 00:00:00,6902828
457,21.801,36.543,2017-09-04 00:00:00,6901765,3.71,40.838,2017-07-06 00:00:00,6901864,19.837,36.493,2017-07-01 00:00:00,6901768
458,7.243,39.656,2017-09-05 00:00:00,6902688,20.834,35.893,2017-07-06 00:00:00,6902828,20.704,36.128,2017-07-01 00:00:00,6902828
459,8.913,38.123,2017-09-05 00:00:00,6901769,27.78,34.383,2017-07-06 00:00:00,6901764,25.729,33.902,2017-07-01 00:00:00,6903204
460,26.427,34.573,2017-09-05 00:00:00,6901770,8.546,42.781,2017-07-07 00:00:00,6902733,30.893,33.052,2017-07-01 00:00:00,6901773
461,16.619,37.941,2017-09-06 00:00:00,6903153,19.099,39.415,2017-07-07 00:00:00,6901862,6.066,40.747,2017-07-02 00:00:00,6902688
462,16.862,41.433,2017-09-07 00:00:00,6903178,20.865,35.811,2017-07-07 00:00:00,6902828,15.691,39.592,2017-07-02 00:00:00,6903225
463,28.001,34.422,2017-09-07 00:00:00,6901764,19.874,36.421,2017-07-08 00:00:00,6901768,20.727,36.111,2017-07-02 00:00:00,6902828
464,9.067,42.821,2017-09-08 00:00:00,6902733,20.889,35.733,2017-07-08 00:00:00,6902828,10.187,40.315,2017-07-03 00:00:00,6901767
465,34.109,32.242,2017-09-08 00:00:00,6903222,31.093,33.063,2017-07-08 00:00:00,6901773,15.885,36.414,2017-07-03 00:00:00,6903153
466,19.497,36.996,2017-09-09 00:00:00,6901768,20.906,35.661,2017-07-09 00:00:00,6902828,20.744,36.073,2017-07-03 00:00:00,6902828
467,25.491,34.157,2017-09-09 00:00:00,6903204,29.258,32.717,2017-07-09 00:00:00,6901766,21.482,36.474,2017-07-03 00:00:00,6901765
468,31.604,33.224,2017-09-09 00:00:00,6901773,3.444,38.415,2017-07-10 00:00:00,6902732,6.352,41.846,2017-07-04 00:00:00,6902687
469,7.264,39.594,2017-09-10 00:00:00,6902688,10.209,40.31,2017-07-10 00:00:00,6901767,9.461,38.282,2017-07-04 00:00:00,6901769
470,28.025,33.325,2017-09-10 00:00:00,6901766,20.918,35.601,2017-07-10 00:00:00,6902828,20.77,36.018,2017-07-04 00:00:00,6902828
471,10.459,40.357,2017-09-11 00:00:00,6901767,21.565,36.528,2017-07-10 00:00:00,6901765,26.531,34.554,2017-07-04 00:00:00,6901770
472,16.936,38.099,2017-09-11 00:00:00,6903153,3.75,40.887,2017-07-11 00:00:00,6901864,20.801,35.964,2017-07-05 00:00:00,6902828
473,21.957,36.483,2017-09-11 00:00:00,6901765,9.534,38.229,2017-07-11 00:00:00,6901769,33.676,32.567,2017-07-05 00:00:00,6903222
474,16.87,41.425,2017-09-12 00:00:00,6903178,17.821,38.296,2017-07-11 00:00:00,6902826,20.834,35.893,2017-07-06 00:00:00,6902828
475,26.429,34.582,2017-09-12 00:00:00,6901770,20.925,35.543,2017-07-11 00:00:00,6902828,25.731,33.8,2017-07-06 00:00:00,6903204
476,34.044,32.238,2017-09-13 00:00:00,6903222,26.456,34.413,2017-07-11 00:00:00,6901770,27.78,34.383,2017-07-06 00:00:00,6901764
477,28.204,34.442,2017-09-14 00:00:00,6901764,19.094,39.399,2017-07-12 00:00:00,6901862,6.036,40.595,2017-07-07 00:00:00,6902688
478,7.719,43.456,2017-09-15 00:00:00,6902803,20.929,35.488,2017-07-12 00:00:00,6902828,8.546,42.781,2017-07-07 00:00:00,6902733
479,9.067,42.815,2017-09-15 00:00:00,6902733,20.919,35.444,2017-07-13 00:00:00,6902828,15.695,39.589,2017-07-07 00:00:00,6903225
480,17.196,38.116,2017-09-16 00:00:00,6903153,27.864,34.403,2017-07-13 00:00:00,6901764,20.865,35.811,2017-07-07 00:00:00,6902828
481,19.612,36.969,2017-09-16 00:00:00,6901768,8.713,42.868,2017-07-14 00:00:00,6902733,15.679,36.526,2017-07-08 00:00:00,6903153
482,31.583,33.23,2017-09-16 00:00:00,6901773,20.91,35.416,2017-07-14 00:00:00,6902828,19.874,36.421,2017-07-08 00:00:00,6901768
483,16.879,41.42,2017-09-17 00:00:00,6903178,19.458,36.216,2017-07-15 00:00:00,6901768,20.889,35.733,2017-07-08 00:00:00,6902828
484,27.613,33.171,2017-09-17 00:00:00,6901766,20.91,35.404,2017-07-15 00:00:00,6902828,31.093,33.063,2017-07-08 00:00:00,6901773
485,10.431,40.407,2017-09-18 00:00:00,6901767,31.18,33.15,2017-07-15 00:00:00,6901773,6.408,41.819,2017-07-09 00:00:00,6902687
486,22.079,36.407,2017-09-18 00:00:00,6901765,3.947,40.952,2017-07-16 00:00:00,6901864,20.906,35.661,2017-07-09 00:00:00,6902828
487,34.041,32.204,2017-09-18 00:00:00,6903222,20.908,35.4,2017-07-16 00:00:00,6902828,10.209,40.31,2017-07-10 00:00:00,6901767
488,8.967,38.046,2017-09-19 00:00:00,6901769,29.482,32.744,2017-07-16 00:00:00,6901766,20.918,35.601,2017-07-10 00:00:00,6902828
489,25.631,34.229,2017-09-19 00:00:00,6903204,3.462,38.388,2017-07-17 00:00:00,6902732,21.565,36.528,2017-07-10 00:00:00,6901765
490,26.392,34.578,2017-09-19 00:00:00,6901770,10.193,40.348,2017-07-17 00:00:00,6901767,33.777,32.546,2017-07-10 00:00:00,6903222
491,7.676,43.441,2017-09-20 00:00:00,6902803,19.087,39.75,2017-07-17 00:00:00,6901862,9.534,38.229,2017-07-11 00:00:00,6901769
492,17.59,38.042,2017-09-21 00:00:00,6903153,20.905,35.394,2017-07-17 00:00:00,6902828,20.925,35.543,2017-07-11 00:00:00,6902828
493,28.163,34.397,2017-09-21 00:00:00,6901764,21.63,36.599,2017-07-17 00:00:00,6901765,25.76,33.782,2017-07-11 00:00:00,6903204
494,9.124,42.839,2017-09-22 00:00:00,6902733,9.526,38.223,2017-07-18 00:00:00,6901769,26.456,34.413,2017-07-11 00:00:00,6901770
495,19.722,36.931,2017-09-23 00:00:00,6901768,17.776,38.356,2017-07-18 00:00:00,6902826,5.947,40.529,2017-07-12 00:00:00,6902688
496,31.802,33.288,2017-09-23 00:00:00,6901773,20.891,35.39,2017-07-18 00:00:00,6902828,15.697,39.589,2017-07-12 00:00:00,6903225
497,34.042,32.139,2017-09-23 00:00:00,6903222,26.326,34.391,2017-07-18 00:00:00,6901770,20.929,35.488,2017-07-12 00:00:00,6902828
498,25.367,34.196,2017-09-24 00:00:00,6903204,20.875,35.393,2017-07-19 00:00:00,6902828,15.569,36.653,2017-07-13 00:00:00,6903153
499,27.212,32.894,2017-09-24 00:00:00,6901766,20.851,35.388,2017-07-20 00:00:00,6902828,20.919,35.444,2017-07-13 00:00:00,6902828
500,10.427,40.448,2017-09-25 00:00:00,6901767,27.832,34.383,2017-07-20 00:00:00,6901764,27.864,34.403,2017-07-13 00:00:00,6901764
501,22.193,36.325,2017-09-25 00:00:00,6901765,4.174,40.961,2017-07-21 00:00:00,6901864,6.593,41.752,2017-07-14 00:00:00,6902687
502,8.946,38.087,2017-09-26 00:00:00,6901769,8.816,42.885,2017-07-21 00:00:00,6902733,8.713,42.868,2017-07-14 00:00:00,6902733
503,26.354,34.591,2017-09-26 00:00:00,6901770,20.826,35.383,2017-07-21 00:00:00,6902828,20.91,35.416,2017-07-14 00:00:00,6902828
504,28.159,34.411,2017-09-28 00:00:00,6901764,19.021,39.937,2017-07-22 00:00:00,6901862,19.458,36.216,2017-07-15 00:00:00,6901768
505,33.952,32.095,2017-09-28 00:00:00,6903222,19.245,36.556,2017-07-22 00:00:00,6901768,20.91,35.404,2017-07-15 00:00:00,6902828
506,9.141,42.841,2017-09-29 00:00:00,6902733,20.802,35.37,2017-07-22 00:00:00,6902828,31.18,33.15,2017-07-15 00:00:00,6901773
507,25.567,34.274,2017-09-29 00:00:00,6903204,31.146,33.155,2017-07-22 00:00:00,6901773,33.857,32.566,2017-07-15 00:00:00,6903222
508,7.568,43.435,2017-09-30 00:00:00,6902803,20.77,35.354,2017-07-23 00:00:00,6902828,20.908,35.4,2017-07-16 00:00:00,6902828
509,19.837,36.958,2017-09-30 00:00:00,6901768,29.377,32.673,2017-07-23 00:00:00,6901766,25.618,33.848,2017-07-16 00:00:00,6903204
510,31.761,33.353,2017-09-30 00:00:00,6901773,3.492,38.392,2017-07-24 00:00:00,6902732,5.961,40.185,2017-07-17 00:00:00,6902688
511,26.683,32.713,2017-10-01 00:00:00,6901766,10.199,40.364,2017-07-24 00:00:00,6901767,10.193,40.348,2017-07-17 00:00:00,6901767
512,10.373,40.537,2017-10-02 00:00:00,6901767,20.735,35.337,2017-07-24 00:00:00,6902828,15.697,39.589,2017-07-17 00:00:00,6903225
513,22.249,36.254,2017-10-02 00:00:00,6901765,21.667,36.631,2017-07-24 00:00:00,6901765,20.905,35.394,2017-07-17 00:00:00,6902828
514,8.859,38.078,2017-10-03 00:00:00,6901769,9.396,38.19,2017-07-25 00:00:00,6901769,21.63,36.599,2017-07-17 00:00:00,6901765
515,26.33,34.625,2017-10-03 00:00:00,6901770,17.764,38.457,2017-07-25 00:00:00,6902826,9.526,38.223,2017-07-18 00:00:00,6901769
516,25.488,34.176,2017-10-04 00:00:00,6903204,20.69,35.314,2017-07-25 00:00:00,6902828,15.51,36.674,2017-07-18 00:00:00,6903153
517,28.149,34.453,2017-10-05 00:00:00,6901764,26.369,34.443,2017-07-25 00:00:00,6901770,20.891,35.39,2017-07-18 00:00:00,6902828
518,18.213,38.727,2017-10-06 00:00:00,6903153,4.256,40.812,2017-07-26 00:00:00,6901864,26.326,34.391,2017-07-18 00:00:00,6901770
519,19.88,37.019,2017-10-07 00:00:00,6901768,20.648,35.281,2017-07-26 00:00:00,6902828,6.702,41.599,2017-07-19 00:00:00,6902687
520,31.825,33.366,2017-10-07 00:00:00,6901773,18.84,39.975,2017-07-27 00:00:00,6901862,20.875,35.393,2017-07-19 00:00:00,6902828
521,26.205,32.504,2017-10-08 00:00:00,6901766,20.594,35.245,2017-07-27 00:00:00,6902828,20.851,35.388,2017-07-20 00:00:00,6902828
522,10.371,40.618,2017-10-09 00:00:00,6901767,27.755,34.372,2017-07-27 00:00:00,6901764,27.832,34.383,2017-07-20 00:00:00,6901764
523,22.319,36.178,2017-10-09 00:00:00,6901765,8.853,42.886,2017-07-28 00:00:00,6902733,33.945,32.583,2017-07-20 00:00:00,6903222
524,25.484,34.272,2017-10-09 00:00:00,6903204,20.536,35.219,2017-07-28 00:00:00,6902828,8.816,42.885,2017-07-21 00:00:00,6902733
525,8.895,38.0,2017-10-10 00:00:00,6901769,19.267,36.759,2017-07-29 00:00:00,6901768,20.826,35.383,2017-07-21 00:00:00,6902828
526,26.321,34.637,2017-10-10 00:00:00,6901770,20.468,35.202,2017-07-29 00:00:00,6902828,25.755,33.936,2017-07-21 00:00:00,6903204
527,18.246,39.04,2017-10-11 00:00:00,6903153,31.133,33.05,2017-07-29 00:00:00,6901773,6.137,39.943,2017-07-22 00:00:00,6902688
528,28.188,34.529,2017-10-12 00:00:00,6901764,20.395,35.189,2017-07-30 00:00:00,6902828,15.696,39.585,2017-07-22 00:00:00,6903225
529,4.051,41.579,2017-10-13 00:00:00,6902804,29.06,32.663,2017-07-30 00:00:00,6901766,19.245,36.556,2017-07-22 00:00:00,6901768
530,9.153,42.835,2017-10-13 00:00:00,6902733,3.538,38.4,2017-07-31 00:00:00,6902732,20.802,35.37,2017-07-22 00:00:00,6902828
531,19.827,37.093,2017-10-14 00:00:00,6901768,4.207,40.984,2017-07-31 00:00:00,6901864,31.146,33.155,2017-07-22 00:00:00,6901773
532,25.428,34.328,2017-10-14 00:00:00,6903204,10.21,40.34,2017-07-31 00:00:00,6901767,15.451,36.566,2017-07-23 00:00:00,6903153
533,31.905,33.387,2017-10-14 00:00:00,6901773,20.322,35.173,2017-07-31 00:00:00,6902828,20.77,35.354,2017-07-23 00:00:00,6902828
