,N3n_LON,N3n_LAT,N3n_DATE,N3n_NAME,Qc
869,6.728,40.5,2018-05-30 00:00:00,6902804,-9999.0
870,28.459,33.554,2018-05-31 00:00:00,6901764,1.0
871,19.671,33.349,2018-06-01 00:00:00,6903237,-9999.0
872,8.072,37.419,2018-06-02 00:00:00,6902688,-9999.0
873,33.225,33.158,2018-06-02 00:00:00,6901773,2.0
874,28.566,31.627,2018-06-03 00:00:00,6901766,2.0
875,5.947,42.193,2018-06-04 00:00:00,6902687,-9999.0
876,6.581,40.711,2018-06-04 00:00:00,6902804,-9999.0
877,10.258,39.985,2018-06-04 00:00:00,6901767,1.0
878,21.832,35.844,2018-06-04 00:00:00,6901765,1.0
879,26.18,34.37,2018-06-05 00:00:00,6901770,1.0
880,13.17,40.693,2018-06-06 00:00:00,6903238,-9999.0
881,19.853,33.235,2018-06-06 00:00:00,6903237,-9999.0
882,8.153,37.566,2018-06-07 00:00:00,6902688,-9999.0
883,28.57,33.587,2018-06-07 00:00:00,6901764,8.0
884,6.001,42.066,2018-06-09 00:00:00,6902687,-9999.0
885,6.41,40.836,2018-06-09 00:00:00,6902804,-9999.0
886,33.213,33.124,2018-06-09 00:00:00,6901773,2.0
887,28.626,31.576,2018-06-10 00:00:00,6901766,2.0
888,10.218,39.946,2018-06-11 00:00:00,6901767,1.0
889,13.112,40.774,2018-06-11 00:00:00,6903238,-9999.0
890,19.971,33.168,2018-06-11 00:00:00,6903237,-9999.0
891,21.521,35.935,2018-06-11 00:00:00,6901765,1.0
892,28.591,33.49,2018-06-11 00:00:00,6901764,1.0
893,8.246,37.592,2018-06-12 00:00:00,6902688,-9999.0
894,26.254,34.492,2018-06-12 00:00:00,6901770,1.0
895,28.805,33.408,2018-06-13 00:00:00,6901764,1.0
896,6.547,40.753,2018-06-14 00:00:00,6902804,-9999.0
897,26.222,34.514,2018-06-14 00:00:00,6901770,1.0
898,29.189,33.317,2018-06-15 00:00:00,6901764,1.0
899,15.944,37.232,2018-06-16 00:00:00,6901768,1.0
900,20.031,33.117,2018-06-16 00:00:00,6903237,-9999.0
901,33.284,33.073,2018-06-16 00:00:00,6901773,2.0
902,8.363,37.648,2018-06-17 00:00:00,6902688,-9999.0
903,28.655,31.597,2018-06-17 00:00:00,6901766,2.0
904,10.203,39.864,2018-06-18 00:00:00,6901767,1.0
905,15.965,37.296,2018-06-18 00:00:00,6901768,1.0
906,6.677,40.447,2018-06-19 00:00:00,6902804,-9999.0
907,10.215,39.845,2018-06-19 00:00:00,6901767,1.0
908,23.324,34.591,2018-06-19 00:00:00,6901775,-9999.0
909,10.221,39.825,2018-06-20 00:00:00,6901767,1.0
910,20.547,36.699,2018-06-20 00:00:00,6901772,-9999.0
911,23.328,34.593,2018-06-20 00:00:00,6901775,-9999.0
912,10.233,39.822,2018-06-21 00:00:00,6901767,1.0
913,20.132,33.081,2018-06-21 00:00:00,6903237,-9999.0
914,20.574,36.685,2018-06-21 00:00:00,6901772,-9999.0
915,23.34,34.597,2018-06-21 00:00:00,6901775,-9999.0
916,8.393,37.717,2018-06-22 00:00:00,6902688,-9999.0
917,10.25,39.825,2018-06-22 00:00:00,6901767,1.0
918,20.6,36.675,2018-06-22 00:00:00,6901772,-9999.0
919,23.341,34.599,2018-06-22 00:00:00,6901775,-9999.0
920,29.666,33.584,2018-06-22 00:00:00,6901764,1.0
921,10.258,39.827,2018-06-23 00:00:00,6901767,1.0
922,20.643,36.655,2018-06-23 00:00:00,6901772,-9999.0
923,23.343,34.602,2018-06-23 00:00:00,6901775,-9999.0
924,33.333,33.034,2018-06-23 00:00:00,6901773,2.0
925,6.399,40.22,2018-06-24 00:00:00,6902804,-9999.0
926,20.676,36.622,2018-06-24 00:00:00,6901772,-9999.0
927,23.344,34.604,2018-06-24 00:00:00,6901775,-9999.0
928,28.638,31.568,2018-06-24 00:00:00,6901766,2.0
929,7.495,38.654,2018-06-25 00:00:00,6901774,-9999.0
930,20.684,36.582,2018-06-25 00:00:00,6901772,-9999.0
931,23.346,34.616,2018-06-25 00:00:00,6901775,-9999.0
932,7.507,38.574,2018-06-26 00:00:00,6901774,-9999.0
933,12.62,40.951,2018-06-26 00:00:00,6903238,-9999.0
934,20.164,33.054,2018-06-26 00:00:00,6903237,-9999.0
935,20.688,36.548,2018-06-26 00:00:00,6901772,-9999.0
936,23.359,34.629,2018-06-26 00:00:00,6901775,-9999.0
937,7.501,38.5,2018-06-27 00:00:00,6901774,-9999.0
938,8.343,37.817,2018-06-27 00:00:00,6902688,-9999.0
939,20.695,36.517,2018-06-27 00:00:00,6901772,8.0
940,23.376,34.628,2018-06-27 00:00:00,6901775,-9999.0
941,23.794,39.79,2018-06-27 00:00:00,6903283,-9999.0
942,7.504,38.439,2018-06-28 00:00:00,6901774,-9999.0
943,20.716,36.48,2018-06-28 00:00:00,6901772,-9999.0
944,23.39,34.632,2018-06-28 00:00:00,6901775,-9999.0
945,6.055,40.358,2018-06-29 00:00:00,6902804,-9999.0
946,7.521,38.372,2018-06-29 00:00:00,6901774,-9999.0
947,20.71,36.427,2018-06-29 00:00:00,6901772,-9999.0
948,23.4,34.641,2018-06-29 00:00:00,6901775,-9999.0
949,29.554,33.825,2018-06-29 00:00:00,6901764,1.0
950,7.526,38.295,2018-06-30 00:00:00,6901774,-9999.0
951,20.674,36.383,2018-06-30 00:00:00,6901772,-9999.0
952,23.409,34.652,2018-06-30 00:00:00,6901775,-9999.0
953,33.405,32.988,2018-06-30 00:00:00,6901773,2.0
954,12.566,40.935,2018-07-01 00:00:00,6903238,-9999.0
955,20.259,32.994,2018-07-01 00:00:00,6903237,-9999.0
956,28.616,31.52,2018-07-01 00:00:00,6901766,2.0
957,5.809,42.065,2018-07-04 00:00:00,6902687,-9999.0
958,6.081,40.424,2018-07-04 00:00:00,6902804,-9999.0
959,20.548,36.335,2018-07-04 00:00:00,6901772,8.0
960,23.411,34.684,2018-07-05 00:00:00,6901775,-9999.0
961,12.672,40.897,2018-07-06 00:00:00,6903238,-9999.0
962,20.326,32.973,2018-07-06 00:00:00,6903237,-9999.0
963,29.355,33.904,2018-07-06 00:00:00,6901764,1.0
964,33.45,32.952,2018-07-07 00:00:00,6901773,2.0
965,20.439,36.343,2018-07-08 00:00:00,6901772,8.0
966,28.695,31.479,2018-07-08 00:00:00,6901766,2.0
967,5.28,42.025,2018-07-09 00:00:00,6902687,-9999.0
968,6.309,40.297,2018-07-09 00:00:00,6902804,-9999.0
969,12.678,40.769,2018-07-11 00:00:00,6903238,-9999.0
970,20.448,32.945,2018-07-11 00:00:00,6903237,-9999.0
971,29.196,33.893,2018-07-13 00:00:00,6901764,1.0
972,4.935,41.88,2018-07-14 00:00:00,6902687,-9999.0
973,33.463,32.98,2018-07-14 00:00:00,6901773,2.0
974,28.686,31.465,2018-07-15 00:00:00,6901766,2.0
975,20.466,32.933,2018-07-16 00:00:00,6903237,-9999.0
976,4.881,41.861,2018-07-19 00:00:00,6902687,-9999.0
977,23.291,34.725,2018-07-20 00:00:00,6901775,-9999.0
978,29.023,33.858,2018-07-20 00:00:00,6901764,1.0
979,20.445,32.957,2018-07-21 00:00:00,6903237,-9999.0
980,33.496,32.871,2018-07-21 00:00:00,6901773,2.0
981,28.714,31.435,2018-07-22 00:00:00,6901766,2.0
982,20.372,36.565,2018-07-23 00:00:00,6901772,8.0
983,5.272,41.713,2018-07-24 00:00:00,6902687,-9999.0
984,20.422,32.993,2018-07-26 00:00:00,6903237,-9999.0
985,12.726,39.161,2018-07-27 00:00:00,6902903,1.0
986,23.257,34.752,2018-07-27 00:00:00,6901775,-9999.0
987,23.369,39.572,2018-07-27 00:00:00,6903283,-9999.0
988,28.983,33.787,2018-07-27 00:00:00,6901764,1.0
989,33.493,32.915,2018-07-28 00:00:00,6901773,2.0
990,5.15,41.637,2018-07-29 00:00:00,6902687,-9999.0
991,28.774,31.437,2018-07-29 00:00:00,6901766,2.0
992,20.467,36.645,2018-07-30 00:00:00,6901772,8.0
993,20.36,33.02,2018-07-31 00:00:00,6903237,-9999.0
994,4.836,41.612,2018-08-03 00:00:00,6902687,-9999.0
995,12.734,39.153,2018-08-03 00:00:00,6902903,1.0
996,23.271,34.775,2018-08-03 00:00:00,6901775,-9999.0
997,29.079,33.767,2018-08-03 00:00:00,6901764,1.0
998,33.492,32.931,2018-08-04 00:00:00,6901773,2.0
999,20.227,33.031,2018-08-05 00:00:00,6903237,-9999.0
1000,20.612,36.642,2018-08-06 00:00:00,6901772,8.0
1001,23.422,39.391,2018-08-06 00:00:00,6903283,-9999.0
1002,4.443,41.445,2018-08-08 00:00:00,6902687,-9999.0
1003,20.054,33.05,2018-08-10 00:00:00,6903237,-9999.0
1004,23.334,34.81,2018-08-10 00:00:00,6901775,-9999.0
1005,29.366,33.557,2018-08-10 00:00:00,6901764,1.0
1006,23.457,39.383,2018-08-11 00:00:00,6903283,-9999.0
1007,33.488,32.861,2018-08-11 00:00:00,6901773,2.0
1008,28.75,31.384,2018-08-12 00:00:00,6901766,2.0
1009,4.36,41.326,2018-08-13 00:00:00,6902687,-9999.0
1010,20.754,36.506,2018-08-13 00:00:00,6901772,8.0
1011,20.012,33.068,2018-08-15 00:00:00,6903237,-9999.0
1012,23.592,39.432,2018-08-16 00:00:00,6903283,-9999.0
1013,23.396,34.812,2018-08-17 00:00:00,6901775,-9999.0
1014,29.783,33.439,2018-08-17 00:00:00,6901764,1.0
1015,4.652,41.2,2018-08-18 00:00:00,6902687,-9999.0
1016,33.483,32.891,2018-08-18 00:00:00,6901773,2.0
1017,7.95,37.482,2018-08-19 00:00:00,6901774,-9999.0
1018,28.77,31.314,2018-08-19 00:00:00,6901766,2.0
1019,20.025,33.036,2018-08-20 00:00:00,6903237,-9999.0
1020,20.774,36.371,2018-08-20 00:00:00,6901772,8.0
1021,4.955,41.242,2018-08-23 00:00:00,6902687,-9999.0
1022,23.483,34.778,2018-08-24 00:00:00,6901775,-9999.0
1023,30.018,33.564,2018-08-24 00:00:00,6901764,1.0
1024,19.987,33.069,2018-08-25 00:00:00,6903237,-9999.0
1025,33.506,32.898,2018-08-25 00:00:00,6901773,2.0
1026,8.157,37.726,2018-08-26 00:00:00,6901774,-9999.0
1027,28.846,31.271,2018-08-26 00:00:00,6901766,2.0
1028,20.732,36.317,2018-08-27 00:00:00,6901772,8.0
1029,5.009,41.105,2018-08-28 00:00:00,6902687,-9999.0
1030,19.956,33.106,2018-08-30 00:00:00,6903237,-9999.0
1031,23.4,34.754,2018-08-31 00:00:00,6901775,-9999.0
1032,30.056,33.754,2018-08-31 00:00:00,6901764,1.0
1033,33.496,32.871,2018-09-01 00:00:00,6901773,
1034,5.044,40.973,2018-09-02 00:00:00,6902687,-9999.0
1035,8.113,38.021,2018-09-02 00:00:00,6901774,-9999.0
1036,28.828,31.275,2018-09-02 00:00:00,6901766,2.0
1037,20.7,36.286,2018-09-03 00:00:00,6901772,8.0
1038,19.873,33.156,2018-09-04 00:00:00,6903237,-9999.0
1039,5.048,40.831,2018-09-07 00:00:00,6902687,-9999.0
1040,23.355,34.767,2018-09-07 00:00:00,6901775,-9999.0
1041,30.029,33.855,2018-09-07 00:00:00,6901764,1.0
1042,33.452,32.974,2018-09-08 00:00:00,6901773,2.0
1043,7.944,38.415,2018-09-09 00:00:00,6901774,-9999.0
1044,19.853,33.178,2018-09-09 00:00:00,6903237,-9999.0
1045,28.871,31.256,2018-09-09 00:00:00,6901766,2.0
1046,20.682,36.272,2018-09-10 00:00:00,6901772,8.0
1047,5.091,40.783,2018-09-12 00:00:00,6902687,-9999.0
1048,19.778,33.555,2018-09-14 00:00:00,6903237,-9999.0
1049,23.357,34.739,2018-09-14 00:00:00,6901775,-9999.0
1050,30.133,33.869,2018-09-14 00:00:00,6901764,1.0
1051,33.474,32.983,2018-09-15 00:00:00,6901773,2.0
1052,7.523,38.782,2018-09-16 00:00:00,6901774,-9999.0
1053,28.907,31.208,2018-09-16 00:00:00,6901766,2.0
1054,5.103,40.936,2018-09-17 00:00:00,6902687,-9999.0
1055,20.671,36.259,2018-09-17 00:00:00,6901772,8.0
1056,19.595,33.676,2018-09-19 00:00:00,6903237,-9999.0
1057,12.685,39.148,2018-09-21 00:00:00,6902903,1.0
1058,23.335,34.685,2018-09-21 00:00:00,6901775,-9999.0
1059,30.23,33.815,2018-09-21 00:00:00,6901764,8.0
1060,5.073,41.035,2018-09-22 00:00:00,6902687,-9999.0
1061,33.47,32.928,2018-09-22 00:00:00,6901773,2.0
1062,7.118,38.92,2018-09-23 00:00:00,6901774,-9999.0
1063,28.905,31.221,2018-09-23 00:00:00,6901766,2.0
1064,19.823,33.82,2018-09-24 00:00:00,6903237,-9999.0
1065,20.709,36.222,2018-09-24 00:00:00,6901772,8.0
1066,5.196,41.105,2018-09-27 00:00:00,6902687,-9999.0
1067,23.266,34.666,2018-09-28 00:00:00,6901775,-9999.0
1068,30.281,33.706,2018-09-28 00:00:00,6901764,1.0
1069,19.997,33.83,2018-09-29 00:00:00,6903237,-9999.0
1070,33.479,32.952,2018-09-29 00:00:00,6901773,2.0
1071,6.717,38.918,2018-09-30 00:00:00,6901774,-9999.0
1072,28.963,31.252,2018-09-30 00:00:00,6901766,2.0
1073,20.942,36.068,2018-10-01 00:00:00,6901772,8.0
1074,5.384,41.172,2018-10-02 00:00:00,6902687,-9999.0
1075,20.248,33.617,2018-10-04 00:00:00,6903237,-9999.0
1076,12.652,39.171,2018-10-05 00:00:00,6902903,1.0
1077,23.177,34.658,2018-10-05 00:00:00,6901775,-9999.0
1078,30.271,33.54,2018-10-05 00:00:00,6901764,1.0
1079,33.626,32.929,2018-10-06 00:00:00,6901773,2.0
1080,5.472,41.143,2018-10-07 00:00:00,6902687,-9999.0
1081,6.354,38.973,2018-10-07 00:00:00,6901774,-9999.0
1082,18.216,39.112,2018-10-07 00:00:00,6903249,1.0
1083,28.992,31.308,2018-10-07 00:00:00,6901766,2.0
1084,18.235,39.145,2018-10-08 00:00:00,6903249,1.0
1085,21.106,36.017,2018-10-08 00:00:00,6901772,8.0
1086,18.245,39.168,2018-10-09 00:00:00,6903249,1.0
1087,20.207,33.381,2018-10-09 00:00:00,6903237,-9999.0
1088,17.708,41.821,2018-10-10 00:00:00,6903250,1.0
1089,17.673,41.83,2018-10-11 00:00:00,6903250,1.0
1090,5.414,41.086,2018-10-12 00:00:00,6902687,-9999.0
1091,12.626,39.205,2018-10-12 00:00:00,6902903,1.0
1092,17.621,41.838,2018-10-12 00:00:00,6903250,1.0
1093,18.27,39.219,2018-10-12 00:00:00,6903249,1.0
1094,23.145,34.577,2018-10-12 00:00:00,6901775,-9999.0
1095,30.096,33.45,2018-10-12 00:00:00,6901764,1.0
1096,17.547,41.828,2018-10-13 00:00:00,6903250,1.0
1097,18.297,39.227,2018-10-13 00:00:00,6903249,1.0
1098,33.807,32.865,2018-10-13 00:00:00,6901773,2.0
1099,6.063,39.072,2018-10-14 00:00:00,6901774,-9999.0
1100,17.47,41.815,2018-10-14 00:00:00,6903250,1.0
1101,18.318,39.222,2018-10-14 00:00:00,6903249,1.0
1102,19.924,33.314,2018-10-14 00:00:00,6903237,-9999.0
1103,29.006,31.324,2018-10-14 00:00:00,6901766,2.0
1104,17.426,41.803,2018-10-15 00:00:00,6903250,1.0
1105,18.32,39.245,2018-10-15 00:00:00,6903249,1.0
1106,21.103,36.044,2018-10-15 00:00:00,6901772,8.0
1107,23.474,39.554,2018-10-15 00:00:00,6903283,-9999.0
1108,17.394,41.785,2018-10-16 00:00:00,6903250,1.0
1109,18.345,39.276,2018-10-16 00:00:00,6903249,1.0
1110,5.411,41.106,2018-10-17 00:00:00,6902687,-9999.0
1111,17.375,41.779,2018-10-17 00:00:00,6903250,1.0
1112,18.369,39.285,2018-10-17 00:00:00,6903249,1.0
1113,17.373,41.757,2018-10-18 00:00:00,6903250,1.0
1114,18.38,39.284,2018-10-18 00:00:00,6903249,1.0
1115,12.634,39.208,2018-10-19 00:00:00,6902903,1.0
1116,17.383,41.733,2018-10-19 00:00:00,6903250,1.0
1117,18.412,39.302,2018-10-19 00:00:00,6903249,1.0
1118,19.473,33.47,2018-10-19 00:00:00,6903237,-9999.0
1119,23.12,34.503,2018-10-19 00:00:00,6901775,-9999.0
1120,29.987,33.596,2018-10-19 00:00:00,6901764,1.0
1121,17.406,41.708,2018-10-20 00:00:00,6903250,1.0
1122,18.437,39.299,2018-10-20 00:00:00,6903249,1.0
1123,23.588,39.303,2018-10-20 00:00:00,6903283,-9999.0
1124,33.925,32.847,2018-10-20 00:00:00,6901773,2.0
1125,5.794,39.162,2018-10-21 00:00:00,6901774,-9999.0
1126,17.431,41.698,2018-10-21 00:00:00,6903250,1.0
1127,18.445,39.284,2018-10-21 00:00:00,6903249,1.0
1128,28.997,31.306,2018-10-21 00:00:00,6901766,2.0
1129,17.472,41.678,2018-10-22 00:00:00,6903250,1.0
1130,18.439,39.28,2018-10-22 00:00:00,6903249,1.0
1131,21.089,36.052,2018-10-22 00:00:00,6901772,8.0
1132,28.212,35.587,2018-10-22 00:00:00,6902900,1.0
1133,28.275,35.097,2018-10-22 00:00:00,6902904,8.0
1134,17.522,41.686,2018-10-23 00:00:00,6903250,1.0
1135,18.445,39.293,2018-10-23 00:00:00,6903249,1.0
1136,28.193,35.545,2018-10-23 00:00:00,6902900,1.0
1137,28.288,35.074,2018-10-23 00:00:00,6902904,8.0
1138,17.579,41.695,2018-10-24 00:00:00,6903250,1.0
1139,18.445,39.279,2018-10-24 00:00:00,6903249,1.0
1140,18.979,33.89,2018-10-24 00:00:00,6903237,-9999.0
1141,28.173,35.506,2018-10-24 00:00:00,6902900,1.0
1142,28.215,35.561,2018-10-24 00:00:00,6902872,-9999.0
1143,28.274,35.089,2018-10-24 00:00:00,6902874,-9999.0
1144,28.299,35.063,2018-10-24 00:00:00,6902904,8.0
1145,18.456,39.273,2018-10-25 00:00:00,6903249,1.0
1146,28.157,35.469,2018-10-25 00:00:00,6902900,1.0
1147,28.325,35.044,2018-10-25 00:00:00,6902904,8.0
1148,12.634,39.2,2018-10-26 00:00:00,6902903,1.0
1149,23.101,34.525,2018-10-26 00:00:00,6901775,-9999.0
1150,28.145,35.421,2018-10-26 00:00:00,6902900,1.0
1151,28.347,35.01,2018-10-26 00:00:00,6902904,8.0
1152,29.812,33.896,2018-10-26 00:00:00,6901764,1.0
1153,28.148,35.392,2018-10-27 00:00:00,6902900,1.0
1154,28.366,34.994,2018-10-27 00:00:00,6902904,8.0
1155,34.011,32.87,2018-10-27 00:00:00,6901773,2.0
1156,29.107,31.374,2018-10-28 00:00:00,6901766,2.0
1157,17.814,41.715,2018-10-29 00:00:00,6903250,1.0
1158,18.691,34.14,2018-10-29 00:00:00,6903237,-9999.0
1159,21.046,36.172,2018-10-29 00:00:00,6901772,8.0
1160,28.228,35.462,2018-10-29 00:00:00,6902872,-9999.0
1161,28.31,35.053,2018-10-29 00:00:00,6902874,-9999.0
1162,28.371,34.979,2018-10-29 00:00:00,6902904,8.0
1163,18.474,39.228,2018-10-30 00:00:00,6903249,1.0
1164,28.172,35.36,2018-10-30 00:00:00,6902900,1.0
1165,23.067,34.835,2018-10-31 00:00:00,6903246,-9999.0
1166,28.38,34.988,2018-10-31 00:00:00,6902904,8.0
1167,6.119,40.08,2018-11-01 00:00:00,6902804,-9999.0
1168,23.033,34.53,2018-11-02 00:00:00,6901775,-9999.0
1169,28.139,35.322,2018-11-02 00:00:00,6902900,1.0
1170,18.011,41.804,2018-11-03 00:00:00,6903250,1.0
1171,28.281,35.367,2018-11-03 00:00:00,6902872,-9999.0
1172,28.372,35.073,2018-11-03 00:00:00,6902874,-9999.0
1173,34.078,32.903,2018-11-03 00:00:00,6901773,2.0
1174,18.478,39.203,2018-11-04 00:00:00,6903249,1.0
1175,29.165,31.449,2018-11-04 00:00:00,6901766,2.0
1176,21.024,36.289,2018-11-05 00:00:00,6901772,8.0
1177,22.861,34.835,2018-11-05 00:00:00,6903246,-9999.0
1178,28.135,35.305,2018-11-05 00:00:00,6902900,1.0
1179,6.186,39.933,2018-11-06 00:00:00,6902804,-9999.0
1180,28.483,35.041,2018-11-07 00:00:00,6902904,8.0
1181,18.09,41.896,2018-11-08 00:00:00,6903250,1.0
1182,28.108,35.265,2018-11-08 00:00:00,6902900,1.0
1183,28.214,35.268,2018-11-08 00:00:00,6902872,-9999.0
1184,28.413,35.108,2018-11-08 00:00:00,6902874,-9999.0
1185,12.641,39.22,2018-11-09 00:00:00,6902903,1.0
1186,18.614,39.154,2018-11-09 00:00:00,6903249,1.0
1187,23.018,34.528,2018-11-09 00:00:00,6901775,-9999.0
1188,29.204,33.817,2018-11-09 00:00:00,6901764,1.0
1189,22.7,34.815,2018-11-10 00:00:00,6903246,-9999.0
1190,34.057,32.874,2018-11-10 00:00:00,6901773,2.0
1191,6.194,39.803,2018-11-11 00:00:00,6902804,-9999.0
1192,28.077,35.238,2018-11-11 00:00:00,6902900,1.0
1193,29.188,31.466,2018-11-11 00:00:00,6901766,2.0
1194,21.009,36.341,2018-11-12 00:00:00,6901772,8.0
1195,17.861,42.018,2018-11-13 00:00:00,6903250,1.0
1196,28.137,35.22,2018-11-13 00:00:00,6902872,-9999.0
1197,28.45,35.113,2018-11-13 00:00:00,6902874,-9999.0
1198,7.395,39.275,2018-11-14 00:00:00,6901657,-9999.0
1199,18.658,39.118,2018-11-14 00:00:00,6903249,1.0
1200,28.039,35.158,2018-11-14 00:00:00,6902900,1.0
1201,28.598,35.128,2018-11-14 00:00:00,6902904,8.0
1202,6.171,39.725,2018-11-16 00:00:00,6902804,-9999.0
1203,12.63,39.209,2018-11-16 00:00:00,6902903,1.0
1204,23.016,34.493,2018-11-16 00:00:00,6901775,-9999.0
1205,29.052,33.843,2018-11-16 00:00:00,6901764,1.0
1206,28.016,35.069,2018-11-17 00:00:00,6902900,1.0
1207,34.026,32.856,2018-11-17 00:00:00,6901773,2.0
1208,17.602,41.967,2018-11-18 00:00:00,6903250,1.0
1209,28.058,35.17,2018-11-18 00:00:00,6902872,-9999.0
1210,28.473,35.115,2018-11-18 00:00:00,6902874,-9999.0
1211,29.263,31.475,2018-11-18 00:00:00,6901766,2.0
1212,18.646,39.122,2018-11-19 00:00:00,6903249,1.0
1213,20.969,36.36,2018-11-19 00:00:00,6901772,8.0
1214,27.907,35.054,2018-11-20 00:00:00,6902900,1.0
1215,6.16,39.753,2018-11-21 00:00:00,6902804,-9999.0
1216,28.695,35.158,2018-11-21 00:00:00,6902904,8.0
1217,12.634,39.211,2018-11-23 00:00:00,6902903,1.0
1218,17.59,41.921,2018-11-23 00:00:00,6903250,1.0
1219,23.054,34.493,2018-11-23 00:00:00,6901775,-9999.0
1220,27.827,35.133,2018-11-23 00:00:00,6902900,1.0
1221,28.014,35.084,2018-11-23 00:00:00,6902872,-9999.0
1222,28.504,35.133,2018-11-23 00:00:00,6902874,-9999.0
1223,28.851,33.941,2018-11-23 00:00:00,6901764,1.0
1224,18.564,39.194,2018-11-24 00:00:00,6903249,1.0
1225,34.026,32.876,2018-11-24 00:00:00,6901773,2.0
1226,29.334,31.489,2018-11-25 00:00:00,6901766,2.0
1227,6.173,39.849,2018-11-26 00:00:00,6902804,-9999.0
1228,20.907,36.38,2018-11-26 00:00:00,6901772,8.0
1229,27.768,35.156,2018-11-26 00:00:00,6902900,1.0
1230,17.55,41.925,2018-11-28 00:00:00,6903250,1.0
1231,27.886,35.095,2018-11-28 00:00:00,6902872,-9999.0
1232,28.526,35.153,2018-11-28 00:00:00,6902874,-9999.0
1233,28.732,35.134,2018-11-28 00:00:00,6902904,8.0
1234,18.506,39.267,2018-11-29 00:00:00,6903249,1.0
1235,27.723,35.118,2018-11-29 00:00:00,6902900,1.0
1236,12.613,39.209,2018-11-30 00:00:00,6902903,1.0
1237,23.07,34.514,2018-11-30 00:00:00,6901775,-9999.0
1238,26.909,35.058,2018-11-30 00:00:00,6903247,-9999.0
1239,28.549,34.03,2018-11-30 00:00:00,6901764,1.0
1240,33.989,32.854,2018-12-01 00:00:00,6901773,2.0
1241,27.698,35.074,2018-12-02 00:00:00,6902900,1.0
1242,29.329,31.505,2018-12-02 00:00:00,6901766,2.0
1243,17.585,41.849,2018-12-03 00:00:00,6903250,1.0
1244,20.864,36.378,2018-12-03 00:00:00,6901772,8.0
1245,27.873,35.114,2018-12-03 00:00:00,6902872,-9999.0
1246,28.562,35.157,2018-12-03 00:00:00,6902874,-9999.0
1247,18.44,39.365,2018-12-04 00:00:00,6903249,1.0
1248,22.59,34.407,2018-12-05 00:00:00,6903246,-9999.0
1249,26.976,34.917,2018-12-05 00:00:00,6903247,-9999.0
1250,27.685,35.043,2018-12-05 00:00:00,6902900,1.0
1251,28.714,35.111,2018-12-05 00:00:00,6902904,8.0
1252,12.618,39.214,2018-12-07 00:00:00,6902903,1.0
1253,23.083,34.514,2018-12-07 00:00:00,6901775,-9999.0
1254,28.611,34.023,2018-12-07 00:00:00,6901764,1.0
1255,17.645,41.742,2018-12-08 00:00:00,6903250,1.0
1256,19.225,34.944,2018-12-08 00:00:00,6903237,-9999.0
1257,27.663,35.007,2018-12-08 00:00:00,6902900,1.0
1258,27.841,35.166,2018-12-08 00:00:00,6902872,-9999.0
1259,28.564,35.149,2018-12-08 00:00:00,6902874,-9999.0
1260,33.952,32.862,2018-12-08 00:00:00,6901773,2.0
1261,18.26,39.449,2018-12-09 00:00:00,6903249,1.0
1262,23.552,39.467,2018-12-09 00:00:00,6903283,-9999.0
1263,29.405,31.548,2018-12-09 00:00:00,6901766,2.0
1264,20.855,36.308,2018-12-10 00:00:00,6901772,8.0
1265,22.708,34.339,2018-12-10 00:00:00,6903246,-9999.0
1266,26.944,34.727,2018-12-10 00:00:00,6903247,-9999.0
1267,27.623,34.935,2018-12-11 00:00:00,6902900,1.0
1268,28.646,35.111,2018-12-12 00:00:00,6902904,8.0
1269,17.736,41.643,2018-12-13 00:00:00,6903250,1.0
1270,19.175,35.205,2018-12-13 00:00:00,6903237,-9999.0
1271,27.849,35.153,2018-12-13 00:00:00,6902872,-9999.0
1272,12.634,39.236,2018-12-14 00:00:00,6902903,1.0
1273,18.051,39.58,2018-12-14 00:00:00,6903249,1.0
1274,23.093,34.508,2018-12-14 00:00:00,6901775,-9999.0
1275,23.518,39.446,2018-12-14 00:00:00,6903283,-9999.0
1276,28.644,34.041,2018-12-14 00:00:00,6901764,1.0
1277,22.782,34.272,2018-12-15 00:00:00,6903246,-9999.0
1278,26.899,34.589,2018-12-15 00:00:00,6903247,-9999.0
1279,33.869,32.855,2018-12-15 00:00:00,6901773,2.0
1280,7.501,43.281,2018-12-16 00:00:00,6902901,-9999.0
1281,29.444,31.611,2018-12-16 00:00:00,6901766,2.0
1282,20.904,36.196,2018-12-17 00:00:00,6901772,8.0
1283,27.505,34.898,2018-12-17 00:00:00,6902900,1.0
1284,17.822,41.454,2018-12-18 00:00:00,6903250,1.0
1285,19.087,35.371,2018-12-18 00:00:00,6903237,-9999.0
1286,27.785,35.12,2018-12-18 00:00:00,6902872,-9999.0
1287,28.588,35.188,2018-12-18 00:00:00,6902874,-9999.0
1288,7.425,43.251,2018-12-19 00:00:00,6902901,-9999.0
1289,17.925,39.617,2018-12-19 00:00:00,6903249,1.0
1290,23.634,39.287,2018-12-19 00:00:00,6903283,-9999.0
1291,28.685,35.152,2018-12-19 00:00:00,6902904,8.0
1292,22.919,34.202,2018-12-20 00:00:00,6903246,-9999.0
1293,26.883,34.408,2018-12-20 00:00:00,6903247,-9999.0
1294,27.497,34.881,2018-12-20 00:00:00,6902900,1.0
1295,12.62,39.237,2018-12-21 00:00:00,6902903,1.0
1296,23.183,34.537,2018-12-21 00:00:00,6901775,-9999.0
