,N3n_LON,N3n_LAT,N3n_DATE,N3n_NAME,Qc
431,19.903,34.908,2017-08-24 00:00:00,6902828,-9999.0
432,27.927,34.426,2017-08-24 00:00:00,6901764,1.0
433,34.224,32.406,2017-08-24 00:00:00,6903222,-9999.0
434,9.035,42.827,2017-08-25 00:00:00,6902733,1.0
435,19.922,34.895,2017-08-25 00:00:00,6902828,-9999.0
436,25.533,34.15,2017-08-25 00:00:00,6903204,-9999.0
437,7.052,39.731,2017-08-26 00:00:00,6902688,-9999.0
438,19.345,37.092,2017-08-26 00:00:00,6901768,1.0
439,19.946,34.877,2017-08-26 00:00:00,6902828,-9999.0
440,31.465,33.116,2017-08-26 00:00:00,6901773,2.0
441,16.218,37.68,2017-08-27 00:00:00,6903153,-9999.0
442,19.975,34.849,2017-08-27 00:00:00,6902828,-9999.0
443,28.649,32.94,2017-08-27 00:00:00,6901766,2.0
444,10.532,40.216,2017-08-28 00:00:00,6901767,1.0
445,21.666,36.606,2017-08-28 00:00:00,6901765,1.0
446,8.943,38.146,2017-08-29 00:00:00,6901769,1.0
447,26.379,34.558,2017-08-29 00:00:00,6901770,1.0
448,34.226,32.362,2017-08-29 00:00:00,6903222,-9999.0
449,7.185,39.695,2017-08-31 00:00:00,6902688,-9999.0
450,27.994,34.409,2017-08-31 00:00:00,6901764,8.0
451,16.5,37.79,2017-09-01 00:00:00,6903153,-9999.0
452,19.367,37.031,2017-09-02 00:00:00,6901768,1.0
453,31.665,33.258,2017-09-02 00:00:00,6901773,2.0
454,28.331,33.185,2017-09-03 00:00:00,6901766,2.0
455,34.186,32.252,2017-09-03 00:00:00,6903222,-9999.0
456,10.532,40.276,2017-09-04 00:00:00,6901767,1.0
457,21.801,36.543,2017-09-04 00:00:00,6901765,1.0
458,7.243,39.656,2017-09-05 00:00:00,6902688,-9999.0
459,8.913,38.123,2017-09-05 00:00:00,6901769,8.0
460,26.427,34.573,2017-09-05 00:00:00,6901770,1.0
461,16.619,37.941,2017-09-06 00:00:00,6903153,-9999.0
462,16.862,41.433,2017-09-07 00:00:00,6903178,-9999.0
463,28.001,34.422,2017-09-07 00:00:00,6901764,1.0
464,9.067,42.821,2017-09-08 00:00:00,6902733,1.0
465,34.109,32.242,2017-09-08 00:00:00,6903222,-9999.0
466,19.497,36.996,2017-09-09 00:00:00,6901768,1.0
467,25.491,34.157,2017-09-09 00:00:00,6903204,-9999.0
468,31.604,33.224,2017-09-09 00:00:00,6901773,2.0
469,7.264,39.594,2017-09-10 00:00:00,6902688,-9999.0
470,28.025,33.325,2017-09-10 00:00:00,6901766,2.0
471,10.459,40.357,2017-09-11 00:00:00,6901767,1.0
472,16.936,38.099,2017-09-11 00:00:00,6903153,-9999.0
473,21.957,36.483,2017-09-11 00:00:00,6901765,1.0
474,16.87,41.425,2017-09-12 00:00:00,6903178,-9999.0
475,26.429,34.582,2017-09-12 00:00:00,6901770,1.0
476,34.044,32.238,2017-09-13 00:00:00,6903222,-9999.0
477,28.204,34.442,2017-09-14 00:00:00,6901764,1.0
478,7.719,43.456,2017-09-15 00:00:00,6902803,-9999.0
479,9.067,42.815,2017-09-15 00:00:00,6902733,1.0
480,17.196,38.116,2017-09-16 00:00:00,6903153,-9999.0
481,19.612,36.969,2017-09-16 00:00:00,6901768,1.0
482,31.583,33.23,2017-09-16 00:00:00,6901773,2.0
483,16.879,41.42,2017-09-17 00:00:00,6903178,-9999.0
484,27.613,33.171,2017-09-17 00:00:00,6901766,2.0
485,10.431,40.407,2017-09-18 00:00:00,6901767,1.0
486,22.079,36.407,2017-09-18 00:00:00,6901765,1.0
487,34.041,32.204,2017-09-18 00:00:00,6903222,-9999.0
488,8.967,38.046,2017-09-19 00:00:00,6901769,1.0
489,25.631,34.229,2017-09-19 00:00:00,6903204,-9999.0
490,26.392,34.578,2017-09-19 00:00:00,6901770,1.0
491,7.676,43.441,2017-09-20 00:00:00,6902803,-9999.0
492,17.59,38.042,2017-09-21 00:00:00,6903153,-9999.0
493,28.163,34.397,2017-09-21 00:00:00,6901764,1.0
494,9.124,42.839,2017-09-22 00:00:00,6902733,1.0
495,19.722,36.931,2017-09-23 00:00:00,6901768,1.0
496,31.802,33.288,2017-09-23 00:00:00,6901773,2.0
497,34.042,32.139,2017-09-23 00:00:00,6903222,-9999.0
498,25.367,34.196,2017-09-24 00:00:00,6903204,-9999.0
499,27.212,32.894,2017-09-24 00:00:00,6901766,2.0
500,10.427,40.448,2017-09-25 00:00:00,6901767,1.0
501,22.193,36.325,2017-09-25 00:00:00,6901765,1.0
502,8.946,38.087,2017-09-26 00:00:00,6901769,1.0
503,26.354,34.591,2017-09-26 00:00:00,6901770,1.0
504,28.159,34.411,2017-09-28 00:00:00,6901764,1.0
505,33.952,32.095,2017-09-28 00:00:00,6903222,-9999.0
506,9.141,42.841,2017-09-29 00:00:00,6902733,1.0
507,25.567,34.274,2017-09-29 00:00:00,6903204,-9999.0
508,7.568,43.435,2017-09-30 00:00:00,6902803,-9999.0
509,19.837,36.958,2017-09-30 00:00:00,6901768,1.0
510,31.761,33.353,2017-09-30 00:00:00,6901773,2.0
511,26.683,32.713,2017-10-01 00:00:00,6901766,2.0
512,10.373,40.537,2017-10-02 00:00:00,6901767,1.0
513,22.249,36.254,2017-10-02 00:00:00,6901765,1.0
514,8.859,38.078,2017-10-03 00:00:00,6901769,1.0
515,26.33,34.625,2017-10-03 00:00:00,6901770,1.0
516,25.488,34.176,2017-10-04 00:00:00,6903204,-9999.0
517,28.149,34.453,2017-10-05 00:00:00,6901764,1.0
518,18.213,38.727,2017-10-06 00:00:00,6903153,-9999.0
519,19.88,37.019,2017-10-07 00:00:00,6901768,1.0
520,31.825,33.366,2017-10-07 00:00:00,6901773,2.0
521,26.205,32.504,2017-10-08 00:00:00,6901766,2.0
522,10.371,40.618,2017-10-09 00:00:00,6901767,1.0
523,22.319,36.178,2017-10-09 00:00:00,6901765,1.0
524,25.484,34.272,2017-10-09 00:00:00,6903204,-9999.0
525,8.895,38.0,2017-10-10 00:00:00,6901769,1.0
526,26.321,34.637,2017-10-10 00:00:00,6901770,1.0
527,18.246,39.04,2017-10-11 00:00:00,6903153,-9999.0
528,28.188,34.529,2017-10-12 00:00:00,6901764,1.0
529,4.051,41.579,2017-10-13 00:00:00,6902804,-9999.0
530,9.153,42.835,2017-10-13 00:00:00,6902733,1.0
531,19.827,37.093,2017-10-14 00:00:00,6901768,1.0
532,25.428,34.328,2017-10-14 00:00:00,6903204,-9999.0
533,31.905,33.387,2017-10-14 00:00:00,6901773,2.0
534,7.717,40.053,2017-10-15 00:00:00,6902688,-9999.0
535,25.906,32.266,2017-10-15 00:00:00,6901766,2.0
536,10.375,40.685,2017-10-16 00:00:00,6901767,1.0
537,18.122,39.169,2017-10-16 00:00:00,6903153,-9999.0
538,22.355,36.083,2017-10-16 00:00:00,6901765,1.0
539,8.944,37.962,2017-10-17 00:00:00,6901769,1.0
540,26.334,34.674,2017-10-17 00:00:00,6901770,1.0
541,28.078,34.568,2017-10-19 00:00:00,6901764,1.0
542,9.151,42.828,2017-10-20 00:00:00,6902733,1.0
543,18.162,39.248,2017-10-21 00:00:00,6903153,-9999.0
544,19.748,37.167,2017-10-21 00:00:00,6901768,1.0
545,32.106,33.438,2017-10-21 00:00:00,6901773,2.0
546,26.095,32.092,2017-10-22 00:00:00,6901766,2.0
547,4.099,41.612,2017-10-23 00:00:00,6902804,-9999.0
548,10.392,40.73,2017-10-23 00:00:00,6901767,1.0
549,22.381,36.01,2017-10-23 00:00:00,6901765,1.0
550,33.788,31.883,2017-10-23 00:00:00,6903222,-9999.0
551,8.959,37.947,2017-10-24 00:00:00,6901769,1.0
552,25.279,34.318,2017-10-24 00:00:00,6903204,-9999.0
553,26.27,34.668,2017-10-24 00:00:00,6901770,1.0
554,7.73,40.082,2017-10-25 00:00:00,6902688,-9999.0
555,28.058,34.597,2017-10-26 00:00:00,6901764,1.0
556,8.704,43.106,2017-10-27 00:00:00,6902687,-9999.0
557,9.193,42.864,2017-10-27 00:00:00,6902733,1.0
558,19.664,37.224,2017-10-28 00:00:00,6901768,1.0
559,32.208,33.538,2017-10-28 00:00:00,6901773,2.0
560,33.702,31.863,2017-10-28 00:00:00,6903222,-9999.0
561,25.38,34.357,2017-10-29 00:00:00,6903204,-9999.0
562,26.578,31.9,2017-10-29 00:00:00,6901766,2.0
563,7.729,39.957,2017-10-30 00:00:00,6902688,-9999.0
564,10.424,40.799,2017-10-30 00:00:00,6901767,1.0
565,22.415,35.98,2017-10-30 00:00:00,6901765,1.0
566,8.943,37.944,2017-10-31 00:00:00,6901769,1.0
567,17.982,39.353,2017-10-31 00:00:00,6903153,-9999.0
568,26.122,34.622,2017-10-31 00:00:00,6901770,1.0
569,8.951,43.222,2017-11-01 00:00:00,6902687,-9999.0
570,16.884,41.393,2017-11-01 00:00:00,6903178,-9999.0
571,4.195,41.489,2017-11-02 00:00:00,6902804,-9999.0
572,28.046,34.565,2017-11-02 00:00:00,6901764,1.0
573,9.201,42.862,2017-11-03 00:00:00,6902733,1.0
574,7.776,39.802,2017-11-04 00:00:00,6902688,-9999.0
575,19.568,37.205,2017-11-04 00:00:00,6901768,1.0
576,32.186,33.555,2017-11-04 00:00:00,6901773,2.0
577,17.885,39.262,2017-11-05 00:00:00,6903153,-9999.0
578,26.952,31.77,2017-11-05 00:00:00,6901766,2.0
579,9.021,43.362,2017-11-06 00:00:00,6902687,-9999.0
580,10.436,40.846,2017-11-06 00:00:00,6901767,1.0
581,16.886,41.394,2017-11-06 00:00:00,6903178,-9999.0
582,22.474,35.96,2017-11-06 00:00:00,6901765,1.0
583,4.144,41.341,2017-11-07 00:00:00,6902804,-9999.0
584,8.93,37.91,2017-11-07 00:00:00,6901769,1.0
585,25.969,34.437,2017-11-07 00:00:00,6901770,1.0
586,7.855,39.747,2017-11-09 00:00:00,6902688,-9999.0
587,9.211,42.867,2017-11-10 00:00:00,6902733,1.0
588,17.845,39.168,2017-11-10 00:00:00,6903153,-9999.0
589,19.516,37.186,2017-11-11 00:00:00,6901768,1.0
590,32.208,33.623,2017-11-11 00:00:00,6901773,2.0
591,27.128,31.741,2017-11-12 00:00:00,6901766,2.0
592,10.466,40.901,2017-11-13 00:00:00,6901767,1.0
593,22.501,35.944,2017-11-13 00:00:00,6901765,1.0
594,25.32,34.21,2017-11-13 00:00:00,6903204,-9999.0
595,7.855,39.722,2017-11-14 00:00:00,6902688,-9999.0
596,8.966,37.924,2017-11-14 00:00:00,6901769,1.0
597,26.09,34.361,2017-11-14 00:00:00,6901770,1.0
598,17.844,39.116,2017-11-15 00:00:00,6903153,-9999.0
599,9.234,43.574,2017-11-16 00:00:00,6902687,-9999.0
600,28.28,34.372,2017-11-16 00:00:00,6901764,1.0
601,9.212,42.862,2017-11-17 00:00:00,6902733,1.0
602,19.476,37.134,2017-11-18 00:00:00,6901768,1.0
603,25.32,34.178,2017-11-18 00:00:00,6903204,-9999.0
604,6.884,43.238,2017-11-19 00:00:00,6902803,-9999.0
605,7.855,39.682,2017-11-19 00:00:00,6902688,-9999.0
606,27.156,31.712,2017-11-19 00:00:00,6901766,2.0
607,10.4,40.833,2017-11-20 00:00:00,6901767,1.0
608,17.768,39.065,2017-11-20 00:00:00,6903153,-9999.0
609,22.508,35.951,2017-11-20 00:00:00,6901765,1.0
610,8.983,37.995,2017-11-21 00:00:00,6901769,1.0
611,26.207,34.346,2017-11-21 00:00:00,6901770,1.0
612,25.322,34.343,2017-11-23 00:00:00,6903204,-9999.0
613,28.215,34.203,2017-11-23 00:00:00,6901764,1.0
614,6.826,43.181,2017-11-24 00:00:00,6902803,-9999.0
615,7.907,39.623,2017-11-24 00:00:00,6902688,-9999.0
616,19.396,37.107,2017-11-25 00:00:00,6901768,1.0
617,32.302,33.755,2017-11-25 00:00:00,6901773,2.0
618,27.238,31.652,2017-11-26 00:00:00,6901766,2.0
619,10.371,40.807,2017-11-27 00:00:00,6901767,1.0
620,22.561,35.974,2017-11-27 00:00:00,6901765,1.0
621,33.999,31.77,2017-11-27 00:00:00,6903222,-9999.0
622,8.92,38.032,2017-11-28 00:00:00,6901769,1.0
623,25.332,34.266,2017-11-28 00:00:00,6903204,-9999.0
624,26.264,34.347,2017-11-28 00:00:00,6901770,1.0
625,6.81,43.149,2017-11-29 00:00:00,6902803,-9999.0
626,7.908,39.518,2017-11-29 00:00:00,6902688,-9999.0
627,27.995,34.061,2017-11-30 00:00:00,6901764,1.0
628,19.249,37.1,2017-12-02 00:00:00,6901768,1.0
629,32.315,33.807,2017-12-02 00:00:00,6901773,2.0
630,34.011,31.795,2017-12-02 00:00:00,6903222,-9999.0
631,27.253,31.592,2017-12-03 00:00:00,6901766,2.0
632,6.821,43.084,2017-12-04 00:00:00,6902803,-9999.0
633,10.352,40.862,2017-12-04 00:00:00,6901767,1.0
634,22.574,36.058,2017-12-04 00:00:00,6901765,1.0
635,8.904,37.961,2017-12-05 00:00:00,6901769,1.0
636,26.302,34.373,2017-12-05 00:00:00,6901770,1.0
637,8.814,43.931,2017-12-06 00:00:00,6902687,-9999.0
638,27.822,34.027,2017-12-07 00:00:00,6901764,1.0
639,34.04,31.854,2017-12-07 00:00:00,6903222,-9999.0
640,9.234,42.86,2017-12-08 00:00:00,6902733,1.0
641,15.417,39.594,2017-12-09 00:00:00,6903225,-9999.0
642,32.308,33.878,2017-12-09 00:00:00,6901773,2.0
643,27.281,31.553,2017-12-10 00:00:00,6901766,2.0
644,8.676,43.929,2017-12-11 00:00:00,6902687,-9999.0
645,10.343,40.863,2017-12-11 00:00:00,6901767,1.0
646,22.465,36.16,2017-12-11 00:00:00,6901765,1.0
647,8.929,37.949,2017-12-12 00:00:00,6901769,1.0
648,34.144,31.901,2017-12-12 00:00:00,6903222,-9999.0
649,25.243,34.081,2017-12-13 00:00:00,6903204,-9999.0
650,15.403,39.631,2017-12-14 00:00:00,6903225,-9999.0
651,9.191,42.892,2017-12-15 00:00:00,6902733,1.0
652,8.715,44.005,2017-12-16 00:00:00,6902687,-9999.0
653,32.345,33.928,2017-12-16 00:00:00,6901773,2.0
654,27.169,31.568,2017-12-17 00:00:00,6901766,2.0
655,34.235,31.98,2017-12-17 00:00:00,6903222,-9999.0
656,10.382,40.812,2017-12-18 00:00:00,6901767,1.0
657,22.338,36.185,2017-12-18 00:00:00,6901765,1.0
658,25.328,34.103,2017-12-18 00:00:00,6903204,-9999.0
659,26.468,34.35,2017-12-19 00:00:00,6901770,1.0
660,8.609,43.906,2017-12-21 00:00:00,6902687,-9999.0
661,9.172,42.968,2017-12-22 00:00:00,6902733,1.0
662,34.217,32.059,2017-12-22 00:00:00,6903222,-9999.0
663,25.159,34.168,2017-12-23 00:00:00,6903204,-9999.0
664,32.425,33.961,2017-12-23 00:00:00,6901773,2.0
665,15.305,39.667,2017-12-24 00:00:00,6903225,-9999.0
666,27.132,31.605,2017-12-24 00:00:00,6901766,2.0
667,10.335,40.689,2017-12-25 00:00:00,6901767,1.0
668,8.544,43.839,2017-12-26 00:00:00,6902687,-9999.0
669,34.206,32.072,2017-12-27 00:00:00,6903222,-9999.0
670,25.31,34.158,2017-12-28 00:00:00,6903204,-9999.0
671,15.236,39.712,2017-12-29 00:00:00,6903225,-9999.0
672,32.461,33.974,2017-12-30 00:00:00,6901773,2.0
673,27.164,31.695,2017-12-31 00:00:00,6901766,2.0
674,10.358,40.646,2018-01-01 00:00:00,6901767,1.0
675,22.312,36.165,2018-01-01 00:00:00,6901765,1.0
676,25.14,34.108,2018-01-02 00:00:00,6903204,-9999.0
677,8.345,43.714,2018-01-05 00:00:00,6902687,-9999.0
678,9.216,43.112,2018-01-05 00:00:00,6902733,1.0
679,32.475,33.99,2018-01-06 00:00:00,6901773,2.0
680,25.218,34.047,2018-01-07 00:00:00,6903204,-9999.0
681,27.353,31.723,2018-01-07 00:00:00,6901766,2.0
682,22.344,36.22,2018-01-08 00:00:00,6901765,1.0
683,34.651,32.658,2018-01-11 00:00:00,6903222,-9999.0
684,9.261,43.248,2018-01-12 00:00:00,6902733,1.0
685,25.175,34.147,2018-01-12 00:00:00,6903204,-9999.0
686,32.67,34.038,2018-01-13 00:00:00,6901773,2.0
687,10.333,40.646,2018-01-15 00:00:00,6901767,1.0
688,22.206,36.265,2018-01-15 00:00:00,6901765,1.0
689,26.643,34.572,2018-01-16 00:00:00,6901770,1.0
690,34.671,32.847,2018-01-16 00:00:00,6903222,-9999.0
691,25.156,34.129,2018-01-17 00:00:00,6903204,-9999.0
692,27.471,33.608,2018-01-18 00:00:00,6901764,1.0
693,32.836,34.056,2018-01-20 00:00:00,6901773,2.0
694,22.143,36.385,2018-01-22 00:00:00,6901765,1.0
695,25.099,34.037,2018-01-22 00:00:00,6903204,-9999.0
696,34.908,33.296,2018-01-26 00:00:00,6903222,-9999.0
697,17.676,37.074,2018-01-27 00:00:00,6901768,1.0
698,25.111,33.956,2018-01-27 00:00:00,6903204,-9999.0
699,33.011,34.015,2018-01-27 00:00:00,6901773,2.0
700,22.182,36.458,2018-01-29 00:00:00,6901765,1.0
701,35.059,33.543,2018-01-31 00:00:00,6903222,-9999.0
702,25.108,34.003,2018-02-01 00:00:00,6903204,-9999.0
703,33.127,33.905,2018-02-03 00:00:00,6901773,2.0
704,10.328,40.467,2018-02-05 00:00:00,6901767,1.0
705,22.198,36.504,2018-02-05 00:00:00,6901765,1.0
706,35.127,33.559,2018-02-05 00:00:00,6903222,-9999.0
707,25.179,33.995,2018-02-06 00:00:00,6903204,-9999.0
708,26.561,34.726,2018-02-06 00:00:00,6901770,1.0
709,27.025,32.988,2018-02-08 00:00:00,6901764,1.0
710,33.18,33.744,2018-02-10 00:00:00,6901773,2.0
711,35.0,33.218,2018-02-10 00:00:00,6903222,-9999.0
712,22.268,36.441,2018-02-12 00:00:00,6901765,1.0
713,26.796,32.973,2018-02-15 00:00:00,6901764,1.0
714,34.976,33.261,2018-02-15 00:00:00,6903222,-9999.0
715,25.24,34.051,2018-02-16 00:00:00,6903204,-9999.0
716,14.33,39.92,2018-02-17 00:00:00,6903225,-9999.0
717,33.237,33.638,2018-02-17 00:00:00,6901773,2.0
718,35.018,33.271,2018-02-20 00:00:00,6903222,-9999.0
719,25.071,33.993,2018-02-21 00:00:00,6903204,-9999.0
720,14.218,40.068,2018-02-22 00:00:00,6903225,-9999.0
721,27.009,32.918,2018-02-22 00:00:00,6901764,1.0
722,17.353,36.431,2018-02-24 00:00:00,6901768,1.0
723,33.256,33.545,2018-02-24 00:00:00,6901773,2.0
724,34.941,33.362,2018-02-25 00:00:00,6903222,-9999.0
725,22.262,36.37,2018-02-26 00:00:00,6901765,1.0
726,14.08,40.081,2018-02-27 00:00:00,6903225,-9999.0
727,26.413,34.698,2018-02-27 00:00:00,6901770,1.0
728,26.904,32.892,2018-03-01 00:00:00,6901764,1.0
729,34.849,33.317,2018-03-02 00:00:00,6903222,-9999.0
730,33.327,33.487,2018-03-03 00:00:00,6901773,2.0
731,7.564,38.191,2018-03-04 00:00:00,6902688,-9999.0
732,14.087,40.036,2018-03-04 00:00:00,6903225,-9999.0
733,22.246,36.373,2018-03-05 00:00:00,6901765,1.0
734,34.933,33.375,2018-03-07 00:00:00,6903222,-9999.0
735,26.65,32.611,2018-03-08 00:00:00,6901764,1.0
736,7.363,38.173,2018-03-09 00:00:00,6902688,-9999.0
737,14.013,40.16,2018-03-09 00:00:00,6903225,-9999.0
738,17.032,36.819,2018-03-10 00:00:00,6901768,1.0
739,33.255,33.381,2018-03-10 00:00:00,6901773,2.0
740,35.072,33.508,2018-03-12 00:00:00,6903222,-9999.0
741,26.393,34.48,2018-03-13 00:00:00,6901770,1.0
742,7.16,38.166,2018-03-14 00:00:00,6902688,-9999.0
743,13.807,40.32,2018-03-14 00:00:00,6903225,-9999.0
744,26.273,32.313,2018-03-15 00:00:00,6901764,1.0
745,16.792,36.943,2018-03-17 00:00:00,6901768,1.0
746,33.19,33.435,2018-03-17 00:00:00,6901773,2.0
747,35.182,33.558,2018-03-17 00:00:00,6903222,-9999.0
748,18.202,35.422,2018-03-18 00:00:00,6903237,-9999.0
749,28.069,31.532,2018-03-18 00:00:00,6901766,2.0
750,5.62,42.573,2018-03-19 00:00:00,6902879,8.0
751,6.961,38.124,2018-03-19 00:00:00,6902688,-9999.0
752,10.568,40.005,2018-03-19 00:00:00,6901767,1.0
753,26.537,32.018,2018-03-22 00:00:00,6901764,1.0
754,35.36,33.809,2018-03-22 00:00:00,6903222,-9999.0
755,17.502,35.291,2018-03-23 00:00:00,6903237,-9999.0
756,6.94,37.929,2018-03-24 00:00:00,6902688,-9999.0
757,16.826,37.003,2018-03-24 00:00:00,6901768,1.0
758,33.227,33.428,2018-03-24 00:00:00,6901773,2.0
759,22.188,36.127,2018-03-26 00:00:00,6901765,1.0
760,35.357,33.818,2018-03-27 00:00:00,6903222,-9999.0
761,13.53,39.309,2018-03-28 00:00:00,6903238,-9999.0
762,18.245,35.623,2018-03-28 00:00:00,6903237,-9999.0
763,7.222,37.808,2018-03-29 00:00:00,6902688,-9999.0
764,27.269,31.928,2018-03-29 00:00:00,6901764,1.0
765,33.273,33.386,2018-03-31 00:00:00,6901773,2.0
766,28.038,31.664,2018-04-01 00:00:00,6901766,2.0
767,35.362,33.811,2018-04-01 00:00:00,6903222,-9999.0
768,10.596,39.901,2018-04-02 00:00:00,6901767,1.0
769,13.497,39.396,2018-04-02 00:00:00,6903238,-9999.0
770,18.841,35.253,2018-04-02 00:00:00,6903237,-9999.0
771,22.275,36.177,2018-04-02 00:00:00,6901765,1.0
772,26.365,34.572,2018-04-03 00:00:00,6901770,1.0
773,27.816,32.052,2018-04-05 00:00:00,6901764,1.0
774,35.436,33.883,2018-04-06 00:00:00,6903222,-9999.0
775,13.646,39.469,2018-04-07 00:00:00,6903238,-9999.0
776,16.653,37.281,2018-04-07 00:00:00,6901768,1.0
777,18.654,34.899,2018-04-07 00:00:00,6903237,-9999.0
778,33.289,33.28,2018-04-07 00:00:00,6901773,2.0
779,6.145,42.254,2018-04-08 00:00:00,6902879,8.0
780,7.541,38.074,2018-04-08 00:00:00,6902688,-9999.0
781,28.297,31.669,2018-04-08 00:00:00,6901766,2.0
782,5.844,42.197,2018-04-09 00:00:00,6902803,-9999.0
783,10.512,39.897,2018-04-09 00:00:00,6901767,1.0
784,22.213,36.214,2018-04-09 00:00:00,6901765,1.0
785,5.83,42.258,2018-04-10 00:00:00,6902687,-9999.0
786,6.269,42.176,2018-04-10 00:00:00,6902879,8.0
787,26.326,34.559,2018-04-10 00:00:00,6901770,1.0
788,5.888,42.067,2018-04-11 00:00:00,6902803,-9999.0
789,6.411,42.155,2018-04-12 00:00:00,6902879,8.0
790,13.681,39.594,2018-04-12 00:00:00,6903238,-9999.0
791,18.654,34.792,2018-04-12 00:00:00,6903237,-9999.0
792,28.193,32.286,2018-04-12 00:00:00,6901764,1.0
793,7.481,38.168,2018-04-13 00:00:00,6902688,-9999.0
794,6.55,42.2,2018-04-14 00:00:00,6902879,8.0
795,16.864,37.259,2018-04-14 00:00:00,6901768,1.0
796,33.207,33.274,2018-04-14 00:00:00,6901773,2.0
797,6.589,42.25,2018-04-15 00:00:00,6902879,8.0
798,28.273,31.712,2018-04-15 00:00:00,6901766,2.0
799,6.638,42.307,2018-04-16 00:00:00,6902879,8.0
800,10.425,39.911,2018-04-16 00:00:00,6901767,1.0
801,22.111,36.167,2018-04-16 00:00:00,6901765,1.0
802,13.668,39.687,2018-04-17 00:00:00,6903238,-9999.0
803,18.708,34.692,2018-04-17 00:00:00,6903237,-9999.0
804,26.308,34.555,2018-04-17 00:00:00,6901770,1.0
805,7.504,38.244,2018-04-18 00:00:00,6902688,-9999.0
806,28.293,32.662,2018-04-19 00:00:00,6901764,1.0
807,6.116,40.657,2018-04-21 00:00:00,6902804,-9999.0
808,16.604,36.943,2018-04-21 00:00:00,6901768,1.0
809,33.217,33.311,2018-04-21 00:00:00,6901773,2.0
810,13.609,39.798,2018-04-22 00:00:00,6903238,-9999.0
811,18.833,34.594,2018-04-22 00:00:00,6903237,-9999.0
812,28.275,31.735,2018-04-22 00:00:00,6901766,2.0
813,7.624,38.198,2018-04-23 00:00:00,6902688,-9999.0
814,10.495,39.93,2018-04-23 00:00:00,6901767,1.0
815,21.928,36.005,2018-04-23 00:00:00,6901765,1.0
816,26.24,34.547,2018-04-24 00:00:00,6901770,1.0
817,6.201,42.168,2018-04-25 00:00:00,6902803,-9999.0
818,28.26,33.044,2018-04-26 00:00:00,6901764,1.0
819,18.945,34.484,2018-04-27 00:00:00,6903237,-9999.0
820,7.766,38.17,2018-04-28 00:00:00,6902688,-9999.0
821,16.007,37.018,2018-04-28 00:00:00,6901768,1.0
822,33.283,33.277,2018-04-28 00:00:00,6901773,2.0
823,28.387,31.816,2018-04-29 00:00:00,6901766,2.0
824,6.135,41.798,2018-04-30 00:00:00,6902687,-9999.0
825,21.642,36.055,2018-04-30 00:00:00,6901765,1.0
826,26.23,34.511,2018-05-01 00:00:00,6901770,1.0
827,18.99,34.399,2018-05-02 00:00:00,6903237,-9999.0
828,7.836,38.172,2018-05-03 00:00:00,6902688,-9999.0
829,28.101,33.322,2018-05-03 00:00:00,6901764,1.0
830,6.501,41.926,2018-05-05 00:00:00,6902687,-9999.0
831,33.304,33.162,2018-05-05 00:00:00,6901773,2.0
832,28.429,31.894,2018-05-06 00:00:00,6901766,2.0
833,10.434,40.072,2018-05-07 00:00:00,6901767,1.0
834,19.08,34.257,2018-05-07 00:00:00,6903237,-9999.0
835,21.587,36.327,2018-05-07 00:00:00,6901765,1.0
836,7.942,38.051,2018-05-08 00:00:00,6902688,-9999.0
837,26.292,34.525,2018-05-08 00:00:00,6901770,1.0
838,5.829,42.037,2018-05-10 00:00:00,6902687,-9999.0
839,6.316,40.827,2018-05-10 00:00:00,6902804,-9999.0
840,27.896,33.489,2018-05-10 00:00:00,6901764,1.0
841,16.467,37.051,2018-05-12 00:00:00,6901768,1.0
842,19.138,34.085,2018-05-12 00:00:00,6903237,-9999.0
843,33.275,33.097,2018-05-12 00:00:00,6901773,2.0
844,7.961,37.968,2018-05-13 00:00:00,6902688,-9999.0
845,28.302,31.869,2018-05-13 00:00:00,6901766,2.0
846,10.401,40.095,2018-05-14 00:00:00,6901767,1.0
847,21.855,36.409,2018-05-14 00:00:00,6901765,1.0
848,5.882,40.539,2018-05-15 00:00:00,6902804,-9999.0
849,26.341,34.585,2018-05-15 00:00:00,6901770,1.0
850,19.263,33.811,2018-05-17 00:00:00,6903237,-9999.0
851,27.875,33.602,2018-05-17 00:00:00,6901764,1.0
852,7.872,37.687,2018-05-18 00:00:00,6902688,-9999.0
853,33.273,33.137,2018-05-19 00:00:00,6901773,2.0
854,5.931,40.227,2018-05-20 00:00:00,6902804,-9999.0
855,28.365,31.828,2018-05-20 00:00:00,6901766,2.0
856,22.135,36.271,2018-05-21 00:00:00,6901765,1.0
857,19.414,33.619,2018-05-22 00:00:00,6903237,-9999.0
858,26.209,34.593,2018-05-22 00:00:00,6901770,1.0
859,7.851,37.529,2018-05-23 00:00:00,6902688,-9999.0
860,28.201,33.683,2018-05-24 00:00:00,6901764,1.0
861,6.445,40.122,2018-05-25 00:00:00,6902804,-9999.0
862,33.272,33.148,2018-05-26 00:00:00,6901773,2.0
863,13.221,40.571,2018-05-27 00:00:00,6903238,-9999.0
864,19.541,33.485,2018-05-27 00:00:00,6903237,-9999.0
865,28.477,31.693,2018-05-27 00:00:00,6901766,2.0
866,7.759,37.434,2018-05-28 00:00:00,6902688,-9999.0
867,22.132,36.032,2018-05-28 00:00:00,6901765,1.0
868,26.006,34.394,2018-05-29 00:00:00,6901770,1.0
