,N3n_LON,N3n_LAT,N3n_DATE,N3n_NAME,P_l_LON,P_l_LAT,P_l_DATE,P_l_NAME,O2o_LON,O2o_LAT,O2o_DATE,O2o_NAME
406,19.664,37.224,2017-10-28 00:00:00,6901768,21.302,36.287,2017-06-19 00:00:00,6901765,10.204,40.384,2017-06-12 00:00:00,6901767
407,32.208,33.538,2017-10-28 00:00:00,6901773,3.463,38.398,2017-06-20 00:00:00,6902732,15.402,39.738,2017-06-12 00:00:00,6903225
408,26.578,31.9,2017-10-29 00:00:00,6901766,9.615,38.339,2017-06-20 00:00:00,6901769,20.187,36.097,2017-06-12 00:00:00,6902828
409,10.424,40.799,2017-10-30 00:00:00,6901767,17.988,37.918,2017-06-20 00:00:00,6902826,21.265,36.138,2017-06-12 00:00:00,6901765
410,22.415,35.98,2017-10-30 00:00:00,6901765,20.369,36.069,2017-06-20 00:00:00,6902828,9.619,38.325,2017-06-13 00:00:00,6901769
411,8.943,37.944,2017-10-31 00:00:00,6901769,26.59,34.627,2017-06-20 00:00:00,6901770,15.943,35.895,2017-06-13 00:00:00,6903153
412,26.122,34.622,2017-10-31 00:00:00,6901770,3.303,40.883,2017-06-21 00:00:00,6901864,20.098,36.061,2017-06-13 00:00:00,6902828
413,28.046,34.565,2017-11-02 00:00:00,6901764,3.461,38.399,2017-06-21 00:00:00,6902732,26.596,34.593,2017-06-13 00:00:00,6901770
414,9.201,42.862,2017-11-03 00:00:00,6902733,20.419,36.11,2017-06-21 00:00:00,6902828,6.375,42.038,2017-06-14 00:00:00,6902687
415,19.568,37.205,2017-11-04 00:00:00,6901768,18.802,39.777,2017-06-22 00:00:00,6901862,20.039,35.991,2017-06-14 00:00:00,6902828
416,32.186,33.555,2017-11-04 00:00:00,6901773,20.463,36.14,2017-06-22 00:00:00,6902828,20.035,35.923,2017-06-15 00:00:00,6902828
417,26.952,31.77,2017-11-05 00:00:00,6901766,28.036,34.243,2017-06-22 00:00:00,6901764,28.372,34.207,2017-06-15 00:00:00,6901764
418,10.436,40.846,2017-11-06 00:00:00,6901767,8.474,42.704,2017-06-23 00:00:00,6902733,33.679,32.512,2017-06-15 00:00:00,6903222
419,22.474,35.96,2017-11-06 00:00:00,6901765,20.506,36.162,2017-06-23 00:00:00,6902828,8.5,42.712,2017-06-16 00:00:00,6902733
420,8.93,37.91,2017-11-07 00:00:00,6901769,19.728,36.357,2017-06-24 00:00:00,6901768,20.071,35.888,2017-06-16 00:00:00,6902828
421,25.969,34.437,2017-11-07 00:00:00,6901770,20.544,36.177,2017-06-24 00:00:00,6902828,6.539,40.552,2017-06-17 00:00:00,6902688
422,28.147,34.491,2017-11-09 00:00:00,6901764,30.9,33.204,2017-06-24 00:00:00,6901773,15.453,39.715,2017-06-17 00:00:00,6903225
423,9.211,42.867,2017-11-10 00:00:00,6902733,3.439,38.418,2017-06-25 00:00:00,6902732,19.742,36.22,2017-06-17 00:00:00,6901768
424,19.516,37.186,2017-11-11 00:00:00,6901768,20.574,36.178,2017-06-25 00:00:00,6902828,20.135,35.89,2017-06-17 00:00:00,6902828
425,32.208,33.623,2017-11-11 00:00:00,6901773,29.374,32.673,2017-06-25 00:00:00,6901766,31.097,33.273,2017-06-17 00:00:00,6901773
426,27.128,31.741,2017-11-12 00:00:00,6901766,3.436,38.421,2017-06-26 00:00:00,6902732,15.99,35.894,2017-06-18 00:00:00,6903153
427,10.466,40.901,2017-11-13 00:00:00,6901767,3.466,40.86,2017-06-26 00:00:00,6901864,20.218,35.931,2017-06-18 00:00:00,6902828
428,22.501,35.944,2017-11-13 00:00:00,6901765,10.151,40.313,2017-06-26 00:00:00,6901767,6.413,42.101,2017-06-19 00:00:00,6902687
429,8.966,37.924,2017-11-14 00:00:00,6901769,20.584,36.177,2017-06-26 00:00:00,6902828,10.145,40.294,2017-06-19 00:00:00,6901767
430,26.09,34.361,2017-11-14 00:00:00,6901770,21.4,36.4,2017-06-26 00:00:00,6901765,20.296,35.997,2017-06-19 00:00:00,6902828
431,28.28,34.372,2017-11-16 00:00:00,6901764,9.606,38.331,2017-06-27 00:00:00,6901769,21.302,36.287,2017-06-19 00:00:00,6901765
432,9.212,42.862,2017-11-17 00:00:00,6902733,17.956,38.115,2017-06-27 00:00:00,6902826,9.615,38.339,2017-06-20 00:00:00,6901769
433,19.476,37.134,2017-11-18 00:00:00,6901768,18.911,39.514,2017-06-27 00:00:00,6901862,20.369,36.069,2017-06-20 00:00:00,6902828
434,27.156,31.712,2017-11-19 00:00:00,6901766,20.6,36.173,2017-06-27 00:00:00,6902828,26.59,34.627,2017-06-20 00:00:00,6901770
435,10.4,40.833,2017-11-20 00:00:00,6901767,26.571,34.625,2017-06-27 00:00:00,6901770,33.645,32.529,2017-06-20 00:00:00,6903222
436,22.508,35.951,2017-11-20 00:00:00,6901765,20.613,36.157,2017-06-28 00:00:00,6902828,20.419,36.11,2017-06-21 00:00:00,6902828
437,8.983,37.995,2017-11-21 00:00:00,6901769,20.647,36.146,2017-06-29 00:00:00,6902828,25.805,34.037,2017-06-21 00:00:00,6903204
438,26.207,34.346,2017-11-21 00:00:00,6901770,27.843,34.277,2017-06-29 00:00:00,6901764,6.28,40.608,2017-06-22 00:00:00,6902688
439,28.215,34.203,2017-11-23 00:00:00,6901764,8.489,42.74,2017-06-30 00:00:00,6902733,15.59,39.629,2017-06-22 00:00:00,6903225
440,9.222,42.867,2017-11-24 00:00:00,6902733,20.682,36.14,2017-06-30 00:00:00,6902828,20.463,36.14,2017-06-22 00:00:00,6902828
441,19.396,37.107,2017-11-25 00:00:00,6901768,3.637,40.833,2017-07-01 00:00:00,6901864,28.036,34.243,2017-06-22 00:00:00,6901764
442,32.302,33.755,2017-11-25 00:00:00,6901773,19.837,36.493,2017-07-01 00:00:00,6901768,8.474,42.704,2017-06-23 00:00:00,6902733
443,27.238,31.652,2017-11-26 00:00:00,6901766,20.704,36.128,2017-07-01 00:00:00,6902828,16.069,36.027,2017-06-23 00:00:00,6903153
444,10.371,40.807,2017-11-27 00:00:00,6901767,30.893,33.052,2017-07-01 00:00:00,6901773,20.506,36.162,2017-06-23 00:00:00,6902828
445,22.561,35.974,2017-11-27 00:00:00,6901765,18.954,39.512,2017-07-02 00:00:00,6901862,6.404,42.049,2017-06-24 00:00:00,6902687
446,8.92,38.032,2017-11-28 00:00:00,6901769,20.727,36.111,2017-07-02 00:00:00,6902828,19.728,36.357,2017-06-24 00:00:00,6901768
447,26.264,34.347,2017-11-28 00:00:00,6901770,29.276,32.634,2017-07-02 00:00:00,6901766,20.544,36.177,2017-06-24 00:00:00,6902828
448,27.995,34.061,2017-11-30 00:00:00,6901764,3.442,38.429,2017-07-03 00:00:00,6902732,30.9,33.204,2017-06-24 00:00:00,6901773
449,9.226,42.86,2017-12-01 00:00:00,6902733,10.187,40.315,2017-07-03 00:00:00,6901767,20.574,36.178,2017-06-25 00:00:00,6902828
450,19.249,37.1,2017-12-02 00:00:00,6901768,20.744,36.073,2017-07-03 00:00:00,6902828,33.61,32.583,2017-06-25 00:00:00,6903222
451,32.315,33.807,2017-12-02 00:00:00,6901773,21.482,36.474,2017-07-03 00:00:00,6901765,10.151,40.313,2017-06-26 00:00:00,6901767
452,27.253,31.592,2017-12-03 00:00:00,6901766,9.461,38.282,2017-07-04 00:00:00,6901769,20.584,36.177,2017-06-26 00:00:00,6902828
453,10.352,40.862,2017-12-04 00:00:00,6901767,17.888,38.241,2017-07-04 00:00:00,6902826,21.4,36.4,2017-06-26 00:00:00,6901765
454,22.574,36.058,2017-12-04 00:00:00,6901765,20.77,36.018,2017-07-04 00:00:00,6902828,6.15,40.68,2017-06-27 00:00:00,6902688
455,7.806,43.403,2017-12-05 00:00:00,6902879,26.531,34.554,2017-07-04 00:00:00,6901770,9.606,38.331,2017-06-27 00:00:00,6901769
456,8.904,37.961,2017-12-05 00:00:00,6901769,20.801,35.964,2017-07-05 00:00:00,6902828,15.684,39.595,2017-06-27 00:00:00,6903225
457,26.302,34.373,2017-12-05 00:00:00,6901770,3.71,40.838,2017-07-06 00:00:00,6901864,20.6,36.173,2017-06-27 00:00:00,6902828
458,7.772,43.384,2017-12-06 00:00:00,6902879,20.834,35.893,2017-07-06 00:00:00,6902828,26.571,34.625,2017-06-27 00:00:00,6901770
459,7.753,43.368,2017-12-07 00:00:00,6902879,27.78,34.383,2017-07-06 00:00:00,6901764,15.977,36.17,2017-06-28 00:00:00,6903153
460,27.822,34.027,2017-12-07 00:00:00,6901764,8.546,42.781,2017-07-07 00:00:00,6902733,20.613,36.157,2017-06-28 00:00:00,6902828
461,7.702,43.353,2017-12-08 00:00:00,6902879,19.099,39.415,2017-07-07 00:00:00,6901862,6.392,41.925,2017-06-29 00:00:00,6902687
462,9.234,42.86,2017-12-08 00:00:00,6902733,20.865,35.811,2017-07-07 00:00:00,6902828,20.647,36.146,2017-06-29 00:00:00,6902828
463,7.687,43.333,2017-12-09 00:00:00,6902879,19.874,36.421,2017-07-08 00:00:00,6901768,27.843,34.277,2017-06-29 00:00:00,6901764
464,18.96,37.164,2017-12-09 00:00:00,6901768,20.889,35.733,2017-07-08 00:00:00,6902828,8.489,42.74,2017-06-30 00:00:00,6902733
465,32.308,33.878,2017-12-09 00:00:00,6901773,31.093,33.063,2017-07-08 00:00:00,6901773,20.682,36.14,2017-06-30 00:00:00,6902828
466,7.628,43.298,2017-12-10 00:00:00,6902879,20.906,35.661,2017-07-09 00:00:00,6902828,19.837,36.493,2017-07-01 00:00:00,6901768
467,27.281,31.553,2017-12-10 00:00:00,6901766,29.258,32.717,2017-07-09 00:00:00,6901766,20.704,36.128,2017-07-01 00:00:00,6902828
468,7.562,43.286,2017-12-11 00:00:00,6902879,3.444,38.415,2017-07-10 00:00:00,6902732,25.729,33.902,2017-07-01 00:00:00,6903204
469,10.343,40.863,2017-12-11 00:00:00,6901767,10.209,40.31,2017-07-10 00:00:00,6901767,30.893,33.052,2017-07-01 00:00:00,6901773
470,22.465,36.16,2017-12-11 00:00:00,6901765,20.918,35.601,2017-07-10 00:00:00,6902828,6.066,40.747,2017-07-02 00:00:00,6902688
471,7.455,43.262,2017-12-12 00:00:00,6902879,21.565,36.528,2017-07-10 00:00:00,6901765,15.691,39.592,2017-07-02 00:00:00,6903225
472,8.929,37.949,2017-12-12 00:00:00,6901769,3.75,40.887,2017-07-11 00:00:00,6901864,20.727,36.111,2017-07-02 00:00:00,6902828
473,26.396,34.368,2017-12-12 00:00:00,6901770,9.534,38.229,2017-07-11 00:00:00,6901769,10.187,40.315,2017-07-03 00:00:00,6901767
474,7.374,43.242,2017-12-13 00:00:00,6902879,17.821,38.296,2017-07-11 00:00:00,6902826,15.885,36.414,2017-07-03 00:00:00,6903153
475,7.342,43.235,2017-12-14 00:00:00,6902879,20.925,35.543,2017-07-11 00:00:00,6902828,20.744,36.073,2017-07-03 00:00:00,6902828
476,27.733,34.003,2017-12-14 00:00:00,6901764,26.456,34.413,2017-07-11 00:00:00,6901770,21.482,36.474,2017-07-03 00:00:00,6901765
477,7.295,43.221,2017-12-15 00:00:00,6902879,19.094,39.399,2017-07-12 00:00:00,6901862,6.352,41.846,2017-07-04 00:00:00,6902687
478,9.191,42.892,2017-12-15 00:00:00,6902733,20.929,35.488,2017-07-12 00:00:00,6902828,9.461,38.282,2017-07-04 00:00:00,6901769
479,18.747,37.275,2017-12-16 00:00:00,6901768,20.919,35.444,2017-07-13 00:00:00,6902828,20.77,36.018,2017-07-04 00:00:00,6902828
480,32.345,33.928,2017-12-16 00:00:00,6901773,27.864,34.403,2017-07-13 00:00:00,6901764,26.531,34.554,2017-07-04 00:00:00,6901770
481,7.221,43.195,2017-12-17 00:00:00,6902879,8.713,42.868,2017-07-14 00:00:00,6902733,20.801,35.964,2017-07-05 00:00:00,6902828
482,27.169,31.568,2017-12-17 00:00:00,6901766,20.91,35.416,2017-07-14 00:00:00,6902828,33.676,32.567,2017-07-05 00:00:00,6903222
483,10.382,40.812,2017-12-18 00:00:00,6901767,19.458,36.216,2017-07-15 00:00:00,6901768,20.834,35.893,2017-07-06 00:00:00,6902828
484,22.338,36.185,2017-12-18 00:00:00,6901765,20.91,35.404,2017-07-15 00:00:00,6902828,25.731,33.8,2017-07-06 00:00:00,6903204
485,7.159,43.183,2017-12-19 00:00:00,6902879,31.18,33.15,2017-07-15 00:00:00,6901773,27.78,34.383,2017-07-06 00:00:00,6901764
486,8.959,37.966,2017-12-19 00:00:00,6901769,3.947,40.952,2017-07-16 00:00:00,6901864,6.036,40.595,2017-07-07 00:00:00,6902688
487,26.468,34.35,2017-12-19 00:00:00,6901770,20.908,35.4,2017-07-16 00:00:00,6902828,8.546,42.781,2017-07-07 00:00:00,6902733
488,7.1,43.155,2017-12-21 00:00:00,6902879,29.482,32.744,2017-07-16 00:00:00,6901766,15.695,39.589,2017-07-07 00:00:00,6903225
489,27.681,33.956,2017-12-21 00:00:00,6901764,3.462,38.388,2017-07-17 00:00:00,6902732,20.865,35.811,2017-07-07 00:00:00,6902828
490,9.172,42.968,2017-12-22 00:00:00,6902733,10.193,40.348,2017-07-17 00:00:00,6901767,15.679,36.526,2017-07-08 00:00:00,6903153
491,7.09,43.13,2017-12-23 00:00:00,6902879,19.087,39.75,2017-07-17 00:00:00,6901862,19.874,36.421,2017-07-08 00:00:00,6901768
492,18.489,37.269,2017-12-23 00:00:00,6901768,20.905,35.394,2017-07-17 00:00:00,6902828,20.889,35.733,2017-07-08 00:00:00,6902828
493,32.425,33.961,2017-12-23 00:00:00,6901773,21.63,36.599,2017-07-17 00:00:00,6901765,31.093,33.063,2017-07-08 00:00:00,6901773
494,27.132,31.605,2017-12-24 00:00:00,6901766,9.526,38.223,2017-07-18 00:00:00,6901769,6.408,41.819,2017-07-09 00:00:00,6902687
495,10.335,40.689,2017-12-25 00:00:00,6901767,17.776,38.356,2017-07-18 00:00:00,6902826,20.906,35.661,2017-07-09 00:00:00,6902828
496,22.239,36.169,2017-12-25 00:00:00,6901765,20.891,35.39,2017-07-18 00:00:00,6902828,10.209,40.31,2017-07-10 00:00:00,6901767
497,8.989,37.929,2017-12-26 00:00:00,6901769,26.326,34.391,2017-07-18 00:00:00,6901770,20.918,35.601,2017-07-10 00:00:00,6902828
498,26.528,34.38,2017-12-26 00:00:00,6901770,20.875,35.393,2017-07-19 00:00:00,6902828,21.565,36.528,2017-07-10 00:00:00,6901765
499,27.636,33.891,2017-12-28 00:00:00,6901764,20.851,35.388,2017-07-20 00:00:00,6902828,33.777,32.546,2017-07-10 00:00:00,6903222
500,9.188,43.151,2017-12-29 00:00:00,6902733,27.832,34.383,2017-07-20 00:00:00,6901764,9.534,38.229,2017-07-11 00:00:00,6901769
501,18.132,37.203,2017-12-30 00:00:00,6901768,4.174,40.961,2017-07-21 00:00:00,6901864,20.925,35.543,2017-07-11 00:00:00,6902828
502,32.461,33.974,2017-12-30 00:00:00,6901773,8.816,42.885,2017-07-21 00:00:00,6902733,25.76,33.782,2017-07-11 00:00:00,6903204
503,27.164,31.695,2017-12-31 00:00:00,6901766,20.826,35.383,2017-07-21 00:00:00,6902828,26.456,34.413,2017-07-11 00:00:00,6901770
504,10.358,40.646,2018-01-01 00:00:00,6901767,19.021,39.937,2017-07-22 00:00:00,6901862,5.947,40.529,2017-07-12 00:00:00,6902688
505,22.312,36.165,2018-01-01 00:00:00,6901765,19.245,36.556,2017-07-22 00:00:00,6901768,15.697,39.589,2017-07-12 00:00:00,6903225
506,9.075,37.96,2018-01-02 00:00:00,6901769,20.802,35.37,2017-07-22 00:00:00,6902828,20.929,35.488,2017-07-12 00:00:00,6902828
507,26.579,34.413,2018-01-02 00:00:00,6901770,31.146,33.155,2017-07-22 00:00:00,6901773,15.569,36.653,2017-07-13 00:00:00,6903153
508,27.598,33.871,2018-01-04 00:00:00,6901764,20.77,35.354,2017-07-23 00:00:00,6902828,20.919,35.444,2017-07-13 00:00:00,6902828
509,9.216,43.112,2018-01-05 00:00:00,6902733,29.377,32.673,2017-07-23 00:00:00,6901766,27.864,34.403,2017-07-13 00:00:00,6901764
510,17.897,37.209,2018-01-06 00:00:00,6901768,3.492,38.392,2017-07-24 00:00:00,6902732,6.593,41.752,2017-07-14 00:00:00,6902687
511,32.475,33.99,2018-01-06 00:00:00,6901773,10.199,40.364,2017-07-24 00:00:00,6901767,8.713,42.868,2017-07-14 00:00:00,6902733
512,27.353,31.723,2018-01-07 00:00:00,6901766,20.735,35.337,2017-07-24 00:00:00,6902828,20.91,35.416,2017-07-14 00:00:00,6902828
513,22.344,36.22,2018-01-08 00:00:00,6901765,21.667,36.631,2017-07-24 00:00:00,6901765,19.458,36.216,2017-07-15 00:00:00,6901768
514,26.589,34.512,2018-01-09 00:00:00,6901770,9.396,38.19,2017-07-25 00:00:00,6901769,20.91,35.404,2017-07-15 00:00:00,6902828
515,27.56,33.776,2018-01-11 00:00:00,6901764,17.764,38.457,2017-07-25 00:00:00,6902826,31.18,33.15,2017-07-15 00:00:00,6901773
516,9.261,43.248,2018-01-12 00:00:00,6902733,20.69,35.314,2017-07-25 00:00:00,6902828,33.857,32.566,2017-07-15 00:00:00,6903222
517,17.882,37.16,2018-01-13 00:00:00,6901768,26.369,34.443,2017-07-25 00:00:00,6901770,20.908,35.4,2017-07-16 00:00:00,6902828
518,32.67,34.038,2018-01-13 00:00:00,6901773,4.256,40.812,2017-07-26 00:00:00,6901864,25.618,33.848,2017-07-16 00:00:00,6903204
519,27.437,31.732,2018-01-14 00:00:00,6901766,20.648,35.281,2017-07-26 00:00:00,6902828,5.961,40.185,2017-07-17 00:00:00,6902688
520,10.333,40.646,2018-01-15 00:00:00,6901767,18.84,39.975,2017-07-27 00:00:00,6901862,10.193,40.348,2017-07-17 00:00:00,6901767
521,22.206,36.265,2018-01-15 00:00:00,6901765,20.594,35.245,2017-07-27 00:00:00,6902828,15.697,39.589,2017-07-17 00:00:00,6903225
522,26.643,34.572,2018-01-16 00:00:00,6901770,27.755,34.372,2017-07-27 00:00:00,6901764,20.905,35.394,2017-07-17 00:00:00,6902828
523,27.471,33.608,2018-01-18 00:00:00,6901764,8.853,42.886,2017-07-28 00:00:00,6902733,21.63,36.599,2017-07-17 00:00:00,6901765
524,17.72,37.098,2018-01-20 00:00:00,6901768,20.536,35.219,2017-07-28 00:00:00,6902828,9.526,38.223,2017-07-18 00:00:00,6901769
525,32.836,34.056,2018-01-20 00:00:00,6901773,19.267,36.759,2017-07-29 00:00:00,6901768,15.51,36.674,2017-07-18 00:00:00,6903153
526,27.494,31.711,2018-01-21 00:00:00,6901766,20.468,35.202,2017-07-29 00:00:00,6902828,20.891,35.39,2017-07-18 00:00:00,6902828
527,22.143,36.385,2018-01-22 00:00:00,6901765,31.133,33.05,2017-07-29 00:00:00,6901773,26.326,34.391,2017-07-18 00:00:00,6901770
528,26.683,34.665,2018-01-23 00:00:00,6901770,20.395,35.189,2017-07-30 00:00:00,6902828,6.702,41.599,2017-07-19 00:00:00,6902687
529,17.676,37.074,2018-01-27 00:00:00,6901768,29.06,32.663,2017-07-30 00:00:00,6901766,20.875,35.393,2017-07-19 00:00:00,6902828
530,33.011,34.015,2018-01-27 00:00:00,6901773,3.538,38.4,2017-07-31 00:00:00,6902732,20.851,35.388,2017-07-20 00:00:00,6902828
531,27.599,31.692,2018-01-28 00:00:00,6901766,4.207,40.984,2017-07-31 00:00:00,6901864,27.832,34.383,2017-07-20 00:00:00,6901764
532,10.302,40.555,2018-01-29 00:00:00,6901767,10.21,40.34,2017-07-31 00:00:00,6901767,33.945,32.583,2017-07-20 00:00:00,6903222
533,22.182,36.458,2018-01-29 00:00:00,6901765,20.322,35.173,2017-07-31 00:00:00,6902828,8.816,42.885,2017-07-21 00:00:00,6902733
534,27.347,33.101,2018-02-01 00:00:00,6901764,21.645,36.627,2017-07-31 00:00:00,6901765,20.826,35.383,2017-07-21 00:00:00,6902828
535,17.685,36.963,2018-02-03 00:00:00,6901768,9.423,38.21,2017-08-01 00:00:00,6901769,25.755,33.936,2017-07-21 00:00:00,6903204
536,33.127,33.905,2018-02-03 00:00:00,6901773,17.864,38.478,2017-08-01 00:00:00,6902826,6.137,39.943,2017-07-22 00:00:00,6902688
537,27.776,31.676,2018-02-04 00:00:00,6901766,20.262,35.158,2017-08-01 00:00:00,6902828,15.696,39.585,2017-07-22 00:00:00,6903225
538,10.328,40.467,2018-02-05 00:00:00,6901767,26.445,34.428,2017-08-01 00:00:00,6901770,19.245,36.556,2017-07-22 00:00:00,6901768
539,22.198,36.504,2018-02-05 00:00:00,6901765,20.215,35.151,2017-08-02 00:00:00,6902828,20.802,35.37,2017-07-22 00:00:00,6902828
540,26.561,34.726,2018-02-06 00:00:00,6901770,20.178,35.139,2017-08-03 00:00:00,6902828,31.146,33.155,2017-07-22 00:00:00,6901773
541,27.025,32.988,2018-02-08 00:00:00,6901764,27.843,34.458,2017-08-03 00:00:00,6901764,15.451,36.566,2017-07-23 00:00:00,6903153
542,17.789,36.849,2018-02-10 00:00:00,6901768,8.887,42.816,2017-08-04 00:00:00,6902733,20.77,35.354,2017-07-23 00:00:00,6902828
543,33.18,33.744,2018-02-10 00:00:00,6901773,20.151,35.129,2017-08-04 00:00:00,6902828,6.834,41.527,2017-07-24 00:00:00,6902687
544,27.925,31.607,2018-02-11 00:00:00,6901766,4.088,40.928,2017-08-05 00:00:00,6901864,10.199,40.364,2017-07-24 00:00:00,6901767
545,22.268,36.441,2018-02-12 00:00:00,6901765,19.325,36.906,2017-08-05 00:00:00,6901768,20.735,35.337,2017-07-24 00:00:00,6902828
546,26.796,32.973,2018-02-15 00:00:00,6901764,20.136,35.117,2017-08-05 00:00:00,6902828,21.667,36.631,2017-07-24 00:00:00,6901765
547,17.711,36.556,2018-02-17 00:00:00,6901768,31.211,32.998,2017-08-05 00:00:00,6901773,9.396,38.19,2017-07-25 00:00:00,6901769
548,33.237,33.638,2018-02-17 00:00:00,6901773,18.79,39.667,2017-08-06 00:00:00,6901862,20.69,35.314,2017-07-25 00:00:00,6902828
549,27.932,31.604,2018-02-18 00:00:00,6901766,20.121,35.1,2017-08-06 00:00:00,6902828,26.369,34.443,2017-07-25 00:00:00,6901770
550,10.597,40.335,2018-02-19 00:00:00,6901767,28.8,32.622,2017-08-06 00:00:00,6901766,33.996,32.564,2017-07-25 00:00:00,6903222
551,22.27,36.36,2018-02-19 00:00:00,6901765,3.619,38.381,2017-08-07 00:00:00,6902732,20.648,35.281,2017-07-26 00:00:00,6902828
552,26.503,34.601,2018-02-20 00:00:00,6901770,10.296,40.294,2017-08-07 00:00:00,6901767,25.663,33.944,2017-07-26 00:00:00,6903204
553,27.009,32.918,2018-02-22 00:00:00,6901764,20.109,35.082,2017-08-07 00:00:00,6902828,6.303,39.843,2017-07-27 00:00:00,6902688
554,17.353,36.431,2018-02-24 00:00:00,6901768,21.625,36.611,2017-08-07 00:00:00,6901765,15.695,39.595,2017-07-27 00:00:00,6903225
555,33.256,33.545,2018-02-24 00:00:00,6901773,9.433,38.235,2017-08-08 00:00:00,6901769,20.594,35.245,2017-07-27 00:00:00,6902828
556,27.941,31.577,2018-02-25 00:00:00,6901766,17.995,38.55,2017-08-08 00:00:00,6902826,27.755,34.372,2017-07-27 00:00:00,6901764
557,10.669,40.339,2018-02-26 00:00:00,6901767,20.096,35.063,2017-08-08 00:00:00,6902828,8.853,42.886,2017-07-28 00:00:00,6902733
558,22.262,36.37,2018-02-26 00:00:00,6901765,26.426,34.453,2017-08-08 00:00:00,6901770,15.458,36.574,2017-07-28 00:00:00,6903153
559,26.413,34.698,2018-02-27 00:00:00,6901770,20.082,35.048,2017-08-09 00:00:00,6902828,20.536,35.219,2017-07-28 00:00:00,6902828
560,26.904,32.892,2018-03-01 00:00:00,6901764,4.301,40.83,2017-08-10 00:00:00,6901864,7.001,41.292,2017-07-29 00:00:00,6902687
561,17.25,36.562,2018-03-03 00:00:00,6901768,20.067,35.032,2017-08-10 00:00:00,6902828,19.267,36.759,2017-07-29 00:00:00,6901768
562,33.327,33.487,2018-03-03 00:00:00,6901773,27.906,34.46,2017-08-10 00:00:00,6901764,20.468,35.202,2017-07-29 00:00:00,6902828
563,27.973,31.495,2018-03-04 00:00:00,6901766,9.005,42.843,2017-08-11 00:00:00,6902733,31.133,33.05,2017-07-29 00:00:00,6901773
564,10.678,40.292,2018-03-05 00:00:00,6901767,18.591,39.612,2017-08-11 00:00:00,6901862,20.395,35.189,2017-07-30 00:00:00,6902828
565,22.246,36.373,2018-03-05 00:00:00,6901765,20.044,35.027,2017-08-11 00:00:00,6902828,34.071,32.532,2017-07-30 00:00:00,6903222
566,26.19,34.513,2018-03-06 00:00:00,6901770,19.339,37.033,2017-08-12 00:00:00,6901768,10.21,40.34,2017-07-31 00:00:00,6901767
567,26.65,32.611,2018-03-08 00:00:00,6901764,20.03,35.023,2017-08-12 00:00:00,6902828,20.322,35.173,2017-07-31 00:00:00,6902828
568,17.032,36.819,2018-03-10 00:00:00,6901768,31.072,32.966,2017-08-12 00:00:00,6901773,21.645,36.627,2017-07-31 00:00:00,6901765
569,33.255,33.381,2018-03-10 00:00:00,6901773,20.011,35.006,2017-08-13 00:00:00,6902828,25.674,33.954,2017-07-31 00:00:00,6903204
570,10.649,40.132,2018-03-12 00:00:00,6901767,28.816,32.689,2017-08-13 00:00:00,6901766,6.624,39.745,2017-08-01 00:00:00,6902688
571,22.121,36.317,2018-03-12 00:00:00,6901765,3.731,38.357,2017-08-14 00:00:00,6902732,9.423,38.21,2017-08-01 00:00:00,6901769
572,26.393,34.48,2018-03-13 00:00:00,6901770,10.386,40.235,2017-08-14 00:00:00,6901767,15.697,39.599,2017-08-01 00:00:00,6903225
573,26.273,32.313,2018-03-15 00:00:00,6901764,19.982,34.987,2017-08-14 00:00:00,6902828,20.262,35.158,2017-08-01 00:00:00,6902828
574,5.644,42.76,2018-03-17 00:00:00,6902879,21.594,36.602,2017-08-14 00:00:00,6901765,26.445,34.428,2017-08-01 00:00:00,6901770
575,16.792,36.943,2018-03-17 00:00:00,6901768,9.399,38.191,2017-08-15 00:00:00,6901769,15.589,36.691,2017-08-02 00:00:00,6903153
576,33.19,33.435,2018-03-17 00:00:00,6901773,18.154,38.598,2017-08-15 00:00:00,6902826,20.215,35.151,2017-08-02 00:00:00,6902828
577,28.069,31.532,2018-03-18 00:00:00,6901766,19.954,34.974,2017-08-15 00:00:00,6902828,7.271,41.362,2017-08-03 00:00:00,6902687
578,5.62,42.573,2018-03-19 00:00:00,6902879,26.345,34.451,2017-08-15 00:00:00,6901770,20.178,35.139,2017-08-03 00:00:00,6902828
579,10.568,40.005,2018-03-19 00:00:00,6901767,18.425,39.598,2017-08-16 00:00:00,6901862,27.843,34.458,2017-08-03 00:00:00,6901764
580,22.045,36.234,2018-03-19 00:00:00,6901765,19.93,34.968,2017-08-16 00:00:00,6902828,8.887,42.816,2017-08-04 00:00:00,6902733
581,26.454,34.593,2018-03-20 00:00:00,6901770,19.913,34.958,2017-08-17 00:00:00,6902828,20.151,35.129,2017-08-04 00:00:00,6902828
582,26.537,32.018,2018-03-22 00:00:00,6901764,27.92,34.443,2017-08-17 00:00:00,6901764,34.043,32.482,2017-08-04 00:00:00,6903222
583,16.826,37.003,2018-03-24 00:00:00,6901768,9.035,42.838,2017-08-18 00:00:00,6902733,19.325,36.906,2017-08-05 00:00:00,6901768
584,33.227,33.428,2018-03-24 00:00:00,6901773,19.895,34.946,2017-08-18 00:00:00,6902828,20.136,35.117,2017-08-05 00:00:00,6902828
585,10.56,39.909,2018-03-26 00:00:00,6901767,19.363,37.09,2017-08-19 00:00:00,6901768,25.667,33.998,2017-08-05 00:00:00,6903204
