,lon,lat,time,name,ID
313,26.951,34.843,2019-03-05 00:00:00,6902900,6902900
314,27.281,34.728,2019-03-05 00:00:00,6903247,6903247
315,28.43,34.062,2019-03-05 00:00:00,6901764,6901764
316,4.257,40.738,2019-03-06 00:00:00,6902803,6902803
317,7.165,39.654,2019-03-06 00:00:00,6901657,6901657
318,7.304,40.535,2019-03-06 00:00:00,6902804,6902804
319,26.808,35.13,2019-03-06 00:00:00,6902872,6902872
320,28.44,34.063,2019-03-06 00:00:00,6901764,6901764
321,29.075,35.677,2019-03-06 00:00:00,6902874,6902874
322,8.012,42.235,2019-03-07 00:00:00,6902901,6902901
323,28.44,34.052,2019-03-07 00:00:00,6901764,6901764
324,28.962,35.423,2019-03-07 00:00:00,6902904,6902904
325,29.071,35.319,2019-03-07 00:00:00,6902902,6902902
326,10.086,39.534,2019-03-08 00:00:00,6903238,6903238
327,12.657,39.319,2019-03-08 00:00:00,6902903,6902903
328,17.922,34.476,2019-03-08 00:00:00,6903237,6903237
329,18.166,41.788,2019-03-08 00:00:00,6903250,6903250
330,23.341,34.887,2019-03-08 00:00:00,6901775,6901775
331,25.403,33.343,2019-03-08 00:00:00,6902898,6902898
332,26.703,35.123,2019-03-08 00:00:00,6902872,6902872
333,26.948,34.823,2019-03-08 00:00:00,6902900,6902900
334,28.446,34.041,2019-03-08 00:00:00,6901764,6901764
335,29.042,35.713,2019-03-08 00:00:00,6902874,6902874
336,15.642,36.649,2019-03-09 00:00:00,6903249,6903249
337,16.59,36.691,2019-03-09 00:00:00,6901862,6901862
338,24.852,40.094,2019-03-09 00:00:00,6903283,6903283
339,34.647,33.581,2019-03-09 00:00:00,6901773,6901773
340,6.498,39.738,2019-03-10 00:00:00,6901774,6901774
341,8.072,42.245,2019-03-10 00:00:00,6902901,6902901
342,22.852,34.87,2019-03-10 00:00:00,6903246,6903246
343,26.624,35.118,2019-03-10 00:00:00,6902872,6902872
344,27.223,34.879,2019-03-10 00:00:00,6903247,6903247
345,28.931,35.443,2019-03-10 00:00:00,6902904,6902904
346,29.009,35.748,2019-03-10 00:00:00,6902874,6902874
347,29.102,35.287,2019-03-10 00:00:00,6902902,6902902
348,4.118,41.039,2019-03-11 00:00:00,6902803,6902803
349,7.469,40.463,2019-03-11 00:00:00,6902804,6902804
350,21.006,36.66,2019-03-11 00:00:00,6901772,6901772
351,23.354,34.882,2019-03-11 00:00:00,6901775,6901775
352,25.396,33.195,2019-03-11 00:00:00,6902898,6902898
353,27.003,34.789,2019-03-11 00:00:00,6902900,6902900
354,26.509,35.089,2019-03-12 00:00:00,6902872,6902872
355,28.976,35.783,2019-03-12 00:00:00,6902874,6902874
356,7.153,39.624,2019-03-13 00:00:00,6901657,6901657
357,8.11,42.264,2019-03-13 00:00:00,6902901,6902901
358,10.065,39.506,2019-03-13 00:00:00,6903238,6903238
359,17.963,34.35,2019-03-13 00:00:00,6903237,6903237
360,18.312,41.628,2019-03-13 00:00:00,6903250,6903250
361,26.985,34.698,2019-03-13 00:00:00,6902873,6902873
362,27.035,34.758,2019-03-13 00:00:00,6902871,6902871
363,28.934,35.489,2019-03-13 00:00:00,6902904,6902904
364,29.132,35.267,2019-03-13 00:00:00,6902902,6902902
365,15.74,36.656,2019-03-14 00:00:00,6903249,6903249
366,16.989,36.513,2019-03-14 00:00:00,6901862,6901862
367,23.343,34.858,2019-03-14 00:00:00,6901775,6901775
368,24.51,40.086,2019-03-14 00:00:00,6903283,6903283
369,25.376,33.185,2019-03-14 00:00:00,6902898,6902898
370,26.458,35.056,2019-03-14 00:00:00,6902872,6902872
371,28.952,35.821,2019-03-14 00:00:00,6902874,6902874
372,12.621,39.363,2019-03-15 00:00:00,6902903,6902903
373,22.669,34.753,2019-03-15 00:00:00,6903246,6903246
374,27.023,34.698,2019-03-15 00:00:00,6902873,6902873
375,27.042,34.756,2019-03-15 00:00:00,6902871,6902871
376,27.195,34.997,2019-03-15 00:00:00,6903247,6903247
377,3.833,40.942,2019-03-16 00:00:00,6902803,6902803
378,7.411,40.447,2019-03-16 00:00:00,6902804,6902804
379,8.15,42.336,2019-03-16 00:00:00,6902901,6902901
380,26.422,35.027,2019-03-16 00:00:00,6902872,6902872
381,28.93,35.514,2019-03-16 00:00:00,6902904,6902904
382,29.151,35.216,2019-03-16 00:00:00,6902902,6902902
383,34.688,33.72,2019-03-16 00:00:00,6901773,6901773
384,6.521,39.232,2019-03-17 00:00:00,6901774,6901774
385,23.317,34.885,2019-03-17 00:00:00,6901775,6901775
386,25.448,33.251,2019-03-17 00:00:00,6902898,6902898
387,27.063,34.703,2019-03-17 00:00:00,6902873,6902873
388,27.064,34.761,2019-03-17 00:00:00,6902871,6902871
389,9.991,39.428,2019-03-18 00:00:00,6903238,6903238
390,18.022,41.669,2019-03-18 00:00:00,6903250,6903250
391,18.127,34.2,2019-03-18 00:00:00,6903237,6903237
392,20.961,36.419,2019-03-18 00:00:00,6901772,6901772
393,26.236,34.942,2019-03-18 00:00:00,6902872,6902872
394,8.153,42.412,2019-03-19 00:00:00,6902901,6902901
395,15.778,36.646,2019-03-19 00:00:00,6903249,6903249
396,17.122,36.457,2019-03-19 00:00:00,6901862,6901862
397,18.901,37.066,2019-03-19 00:00:00,6903262,6903262
398,24.859,40.051,2019-03-19 00:00:00,6903283,6903283
399,27.073,34.711,2019-03-19 00:00:00,6902873,6902873
400,27.082,34.772,2019-03-19 00:00:00,6902871,6902871
401,28.942,35.539,2019-03-19 00:00:00,6902904,6902904
402,29.164,35.176,2019-03-19 00:00:00,6902902,6902902
403,7.151,39.707,2019-03-20 00:00:00,6901657,6901657
404,18.91,37.041,2019-03-20 00:00:00,6902870,6902870
405,18.915,37.042,2019-03-20 00:00:00,6902875,6902875
406,22.522,34.602,2019-03-20 00:00:00,6903246,6903246
407,23.31,34.961,2019-03-20 00:00:00,6901775,6901775
408,25.6,33.334,2019-03-20 00:00:00,6902898,6902898
409,26.186,34.874,2019-03-20 00:00:00,6902872,6902872
410,27.195,35.081,2019-03-20 00:00:00,6903247,6903247
411,28.881,35.936,2019-03-20 00:00:00,6902874,6902874
412,3.709,41.069,2019-03-21 00:00:00,6902803,6902803
413,7.548,40.564,2019-03-21 00:00:00,6902804,6902804
414,27.092,34.789,2019-03-21 00:00:00,6902871,6902871
415,27.094,34.724,2019-03-21 00:00:00,6902873,6902873
416,8.095,42.432,2019-03-22 00:00:00,6902901,6902901
417,12.534,39.37,2019-03-22 00:00:00,6902903,6902903
418,26.132,34.842,2019-03-22 00:00:00,6902872,6902872
419,28.857,35.974,2019-03-22 00:00:00,6902874,6902874
420,29.023,35.565,2019-03-22 00:00:00,6902904,6902904
421,29.2,35.221,2019-03-22 00:00:00,6902902,6902902
422,9.945,39.291,2019-03-23 00:00:00,6903238,6903238
423,18.037,34.024,2019-03-23 00:00:00,6903237,6903237
424,18.232,41.93,2019-03-23 00:00:00,6903250,6903250
425,23.297,35.025,2019-03-23 00:00:00,6901775,6901775
426,25.662,33.4,2019-03-23 00:00:00,6902898,6902898
427,27.095,34.812,2019-03-23 00:00:00,6902871,6902871
428,27.104,34.726,2019-03-23 00:00:00,6902873,6902873
429,34.802,33.663,2019-03-23 00:00:00,6901773,6901773
430,5.967,38.879,2019-03-24 00:00:00,6901774,6901774
431,15.098,43.009,2019-03-24 00:00:00,6903263,6903263
432,15.834,36.579,2019-03-24 00:00:00,6903249,6903249
433,17.178,36.468,2019-03-24 00:00:00,6901862,6901862
434,19.06,36.917,2019-03-24 00:00:00,6903262,6903262
435,24.786,40.32,2019-03-24 00:00:00,6903283,6903283
436,26.052,34.83,2019-03-24 00:00:00,6902872,6902872
437,28.833,36.012,2019-03-24 00:00:00,6902874,6902874
438,8.102,42.412,2019-03-25 00:00:00,6902901,6902901
439,19.011,36.947,2019-03-25 00:00:00,6902870,6902870
440,19.032,36.95,2019-03-25 00:00:00,6902875,6902875
441,21.004,36.201,2019-03-25 00:00:00,6901772,6901772
442,22.675,34.435,2019-03-25 00:00:00,6903246,6903246
443,27.086,34.833,2019-03-25 00:00:00,6902871,6902871
444,27.093,35.104,2019-03-25 00:00:00,6903247,6903247
445,27.095,34.728,2019-03-25 00:00:00,6902873,6902873
446,29.104,35.315,2019-03-25 00:00:00,6902902,6902902
447,29.121,35.601,2019-03-25 00:00:00,6902904,6902904
448,3.237,41.054,2019-03-26 00:00:00,6902803,6902803
